Detect,Date,Time,Seconds,HDX,PITNumber,DetScan,EmplyScan,Dummy,Section
S,2021/1/13,9:32:25,00:01.5,HA,900_226001110235,0.7,0,NO,150
S,2021/1/13,9:32:42,00:01.0,HA,900_226001110245,0.6,0,NO,150
S,2021/1/13,9:32:50,00:00.1,HA,900_226001110214,0.5,0,NO,150
S,2021/1/13,9:32:52,00:00.8,HA,900_226001110214,0.5,0,NO,150
S,2021/1/13,9:33:00,00:00.1,HA,900_226000285779,0.5,0,YES,150
S,2021/1/13,9:33:01,00:01.3,HA,900_226000493011,0.5,0,NO,160
S,2021/1/13,9:34:34,00:00.3,HA,900_226000285776,0.6,0,YES,160
S,2021/1/13,9:34:51,00:01.2,HA,900_226000493852,0.6,0,NO,170
S,2021/1/13,9:34:56,00:02.8,HA,900_226000493852,0.7,0,NO,170
S,2021/1/13,9:35:15,00:00.7,HA,900_226001110218,0.6,0,NO,170
S,2021/1/13,9:35:16,00:00.8,HA,900_226001047342,0.6,0,NO,170
S,2021/1/13,9:35:22,00:00.0,HA,900_226001110294,0.6,0,NO,170
S,2021/1/13,9:35:21,00:04.0,HA,900_226001110277,0.8,0,NO,170
S,2021/1/13,9:35:29,00:02.6,HA,900_226001110289,0.6,0,NO,170
S,2021/1/13,9:35:34,00:00.4,HA,900_226001110252,0.6,0,NO,170
S,2021/1/13,9:35:41,00:00.4,HA,900_226001047096,0.6,0,NO,170
S,2021/1/13,9:35:47,00:00.5,HA,900_226001047096,0.5,0,NO,170
S,2021/1/13,9:35:58,00:00.2,HA,900_226000285789,0.5,0,YES,170
S,2021/1/13,9:36:39,00:00.1,HA,900_226000285747,0.5,0,YES,180
S,2021/1/13,9:37:46,00:00.2,HA,900_226000285724,0.5,0,YES,190
S,2021/1/13,9:38:28,00:00.2,HA,900_226000285752,0.5,0,YES,200
S,2021/1/13,9:38:50,00:00.1,HA,900_226000285711,0.5,0,YES,210
S,2021/1/13,9:38:55,00:01.5,HA,900_226001110219,0.5,0,NO,220
S,2021/1/13,9:39:24,00:00.0,HA,900_226000285788,0.5,0,YES,220
S,2021/1/13,9:39:28,00:00.7,HA,900_226000493077,0.6,0,NO,230
S,2021/1/13,9:39:32,00:00.4,HA,900_226000493158,0.5,0,NO,230
S,2021/1/13,9:39:47,00:00.4,HA,900_226001047909,0.5,0,NO,230
S,2021/1/13,9:39:46,00:01.8,HA,900_226001111299,0.7,0,NO,230
S,2021/1/13,9:40:14,00:00.3,HA,900_226000493115,0.5,0,NO,230
S,2021/1/13,9:40:26,00:00.0,HA,900_226001110254,0.5,0,NO,230
S,2021/1/13,9:40:27,00:00.2,HA,900_226000285936,0.6,0,NO,230
S,2021/1/13,9:40:27,00:00.2,HA,900_226001110222,0.5,0,NO,230
S,2021/1/13,9:40:28,00:00.4,HA,900_226000493115,0.5,0,NO,230
S,2021/1/13,9:40:34,00:01.1,HA,900_226000493189,0.5,0,NO,230
S,2021/1/13,9:40:44,00:00.1,HA,900_226000285767,0.5,0,YES,230
S,2021/1/13,9:41:21,00:00.2,HA,900_226000285746,0.5,0,YES,240
S,2021/1/13,9:41:26,00:00.5,HA,900_226001047948,0.6,0,NO,250
S,2021/1/13,9:42:11,00:02.2,HA,900_226001108742,0.6,0,NO,250
S,2021/1/13,9:42:19,00:00.0,HA,900_226001110257,0.5,0,NO,250
S,2021/1/13,9:42:19,00:00.2,HA,900_226001110234,0.5,0,NO,250
S,2021/1/13,9:42:22,00:00.2,HA,900_226000285779,0.6,0,YES,250
S,2021/1/13,9:42:28,00:01.5,HA,900_226001110276,0.5,0,NO,260
S,2021/1/13,9:42:30,00:02.0,HA,900_226001110284,0.5,0,NO,260
S,2021/1/13,9:43:11,00:00.1,HA,900_226001110224,0.6,0,NO,260
S,2021/1/13,9:43:37,00:00.7,HA,900_226000493165,0.5,0,NO,260
S,2021/1/13,9:43:40,00:00.0,HA,900_226000285776,0.5,0,YES,260
S,2021/1/13,9:43:46,00:00.3,HA,900_226001047910,0.5,0,NO,270
S,2021/1/13,9:44:53,00:01.7,HA,900_226001109060,0.8,0,NO,270
S,2021/1/13,9:45:01,00:00.0,HA,900_226001109060,0.9,0,NO,270
S,2021/1/13,9:45:03,00:00.0,HA,900_226001109060,1.3,0,NO,270
S,2021/1/13,9:45:06,00:00.9,HA,900_226001110249,0.6,0,NO,270
S,2021/1/13,9:45:09,00:00.1,HA,900_226001110249,0.6,0,NO,270
S,2021/1/13,9:45:15,00:03.5,HA,900_226001109060,0.8,0,NO,270
S,2021/1/13,9:45:27,00:00.7,HA,900_226001108817,0.5,0,NO,270
S,2021/1/13,9:45:35,00:00.6,HA,900_226000285789,0.5,0,YES,270
S,2021/1/13,9:45:42,00:00.3,HA,900_226001110249,0.6,0,NO,280
S,2021/1/13,9:46:05,00:00.2,HA,900_226000498827,0.6,0,NO,280
S,2021/1/13,9:46:22,00:00.2,HA,900_226000285747,0.5,0,YES,280
S,2021/1/13,9:46:49,00:00.3,HA,900_226000285724,0.5,0,YES,290
S,2021/1/13,9:47:29,00:00.2,HA,900_226000285752,0.5,0,YES,300
S,2021/1/13,9:48:14,00:00.6,HA,900_226001110255,0.5,0,NO,310
S,2021/1/13,9:48:28,00:00.1,HA,900_226000285711,0.5,0,YES,310
S,2021/1/13,9:48:56,00:00.7,HA,900_226000285953,0.5,0,NO,320
S,2021/1/13,9:48:58,00:00.0,HA,900_226001047900,0.5,0,NO,320
S,2021/1/13,9:48:58,00:02.0,HA,900_226000285953,0.5,0,NO,320
S,2021/1/13,9:49:04,00:00.0,HA,900_226001110240,0.5,0,NO,320
S,2021/1/13,9:49:17,00:00.2,HA,900_226000285788,0.5,0,YES,320
S,2021/1/13,9:49:44,00:01.2,HA,900_226001047923,0.5,0,NO,330
S,2021/1/13,9:50:02,00:00.6,HA,900_226001110233,0.5,0,NO,330
S,2021/1/13,9:50:20,00:00.3,HA,900_226001047944,0.5,0,NO,330
S,2021/1/13,9:50:27,00:00.7,HA,900_226001110216,0.5,0,NO,330
S,2021/1/13,9:50:32,00:00.2,HA,900_226000285767,0.5,0,YES,330
S,2021/1/13,9:50:54,00:00.3,HA,900_226001110210,0.5,0,NO,340
S,2021/1/13,9:51:27,00:00.3,HA,900_226000285746,0.6,0,YES,340
S,2021/1/13,9:51:30,00:00.4,HA,900_226001111006,0.5,0,NO,350
S,2021/1/13,9:52:13,00:00.4,HA,900_226000285779,0.5,0,YES,350
S,2021/1/13,9:53:01,00:00.3,HA,900_226000285776,0.5,0,YES,360
S,2021/1/13,9:53:50,00:00.4,HA,900_226000285789,0.5,0,YES,370
S,2021/1/13,9:55:19,00:00.7,HA,900_226000285747,0.5,0,YES,380
S,2021/1/13,9:55:58,00:00.3,HA,900_226000285724,0.5,0,YES,390
S,2021/1/13,9:56:00,00:00.0,HA,900_226001110285,0.5,0,NO,400
S,2021/1/13,9:56:02,00:00.3,HA,900_226001110285,0.6,0,NO,400
S,2021/1/13,9:56:09,00:01.2,HA,900_226001108649,0.5,0,NO,400
S,2021/1/13,9:56:33,00:00.0,HA,900_226001108655,0.5,0,NO,400
S,2021/1/13,9:56:46,00:00.4,HA,900_226001047918,0.5,0,NO,400
S,2021/1/13,9:56:50,00:00.2,HA,900_226000285752,0.5,0,YES,400
S,2021/1/13,9:57:01,00:00.4,HA,900_226001108638,0.6,0,NO,410
S,2021/1/13,9:57:45,00:00.3,HA,900_226000285711,0.5,0,YES,410
S,2021/1/13,9:58:23,00:01.9,HA,900_226001108622,0.5,0,NO,420
S,2021/1/13,9:58:35,00:01.1,HA,900_226001047819,0.5,0,NO,420
S,2021/1/13,9:58:39,00:00.0,HA,900_226001047614,0.5,0,NO,420
S,2021/1/13,9:58:57,00:00.1,HA,900_226001111018,0.5,0,NO,420
S,2021/1/13,9:58:59,00:00.2,HA,900_226001108637,0.5,0,NO,420
S,2021/1/13,9:59:06,00:00.1,HA,900_226000285788,0.5,0,YES,420
S,2021/1/13,9:59:13,00:00.2,HA,900_226001108621,0.4,0,NO,430
S,2021/1/13,9:59:38,00:00.1,HA,900_226001047334,0.5,0,NO,430
S,2021/1/13,9:59:38,00:00.3,HA,900_226000493148,0.5,0,NO,430
S,2021/1/13,9:59:59,00:01.1,HA,900_226001108661,0.5,0,NO,430
S,2021/1/13,10:00:14,00:00.1,HA,900_226000285767,0.5,0,YES,430
S,2021/1/13,10:00:56,00:00.0,HA,900_226001108689,0.5,0,NO,440
S,2021/1/13,10:01:23,00:00.3,HA,900_226000285746,0.6,0,YES,440
S,2021/1/13,10:01:26,00:01.7,HA,900_226001108623,0.6,0,NO,450
S,2021/1/13,10:01:35,00:00.5,HA,900_226000493034,0.6,0,NO,450
S,2021/1/13,10:01:39,00:00.9,HA,900_226001108619,0.6,0,NO,450
S,2021/1/13,10:02:20,00:00.3,HA,900_226000285779,0.5,0,YES,450
S,2021/1/13,10:02:31,00:03.9,HA,900_226000493983,0.6,0,NO,460
S,2021/1/13,10:02:46,00:00.0,HA,900_226001108685,0.5,0,NO,460
S,2021/1/13,10:02:53,00:00.1,HA,900_226001108685,0.6,0,NO,460
S,2021/1/13,10:02:59,00:02.4,HA,900_226001047365,0.8,0,NO,460
S,2021/1/13,10:03:01,00:01.6,HA,900_226001108625,0.8,0,NO,460
S,2021/1/13,10:03:04,00:00.2,HA,900_226001108625,0.6,0,NO,460
S,2021/1/13,10:03:24,00:00.2,HA,900_226000285776,0.5,0,YES,460
S,2021/1/13,10:03:50,00:00.0,HA,900_226000285789,0.5,0,YES,470
S,2021/1/13,10:04:22,00:00.0,HA,900_226001047312,0.5,0,NO,480
S,2021/1/13,10:04:32,00:00.4,HA,900_226000285747,0.5,0,YES,480
S,2021/1/13,10:04:44,00:00.2,HA,900_226001047313,0.5,0,NO,490
S,2021/1/13,10:05:14,00:00.0,HA,900_226001108658,0.6,0,NO,490
S,2021/1/13,10:05:14,00:00.5,HA,900_226001108628,0.6,0,NO,490
S,2021/1/13,10:05:23,00:00.0,HA,900_226001108628,0.5,0,NO,490
S,2021/1/13,10:05:23,00:04.1,HA,900_226001108658,0.6,0,NO,490
S,2021/1/13,10:05:28,00:00.0,HA,900_226001108628,0.6,0,NO,490
S,2021/1/13,10:05:29,00:00.2,HA,900_226000285724,0.5,0,YES,490
S,2021/1/13,10:06:01,00:00.2,HA,900_226000285752,0.5,0,YES,500
S,2021/1/13,10:06:13,00:00.0,HA,900_226001108696,0.4,0,NO,510
S,2021/1/13,10:06:20,00:00.5,HA,900_226000493132,0.5,0,NO,510
S,2021/1/13,10:06:54,00:00.6,HA,900_226001108614,0.5,0,NO,510
S,2021/1/13,10:07:42,00:00.7,HA,900_226001108636,0.8,0,NO,510
S,2021/1/13,10:07:49,00:01.7,HA,900_226001108691,0.5,0,NO,510
S,2021/1/13,10:08:26,00:00.3,HA,900_226000285711,0.6,0,YES,510
S,2021/1/13,10:08:38,00:00.5,HA,900_226001111252,0.5,0,NO,520
S,2021/1/13,10:09:41,00:00.2,HA,900_226000285788,0.6,0,YES,520
S,2021/1/13,10:10:00,00:00.8,HA,900_226000498810,0.5,0,NO,530
S,2021/1/13,10:10:02,00:00.7,HA,900_226001108654,0.5,0,NO,530
S,2021/1/13,10:10:12,00:02.0,HA,900_226000498810,0.5,0,NO,530
S,2021/1/13,10:10:25,00:00.1,HA,900_226001108667,0.6,0,NO,530
S,2021/1/13,10:10:43,00:01.1,HA,900_226001108659,0.6,0,NO,530
S,2021/1/13,10:10:46,00:00.2,HA,900_226000285767,0.6,0,YES,530
S,2021/1/13,10:10:50,00:00.0,HA,900_226001108659,0.6,0,NO,540
S,2021/1/13,10:10:57,00:00.0,HA,900_226001047828,0.6,0,NO,540
S,2021/1/13,10:11:06,00:00.5,HA,900_226001108606,0.6,0,NO,540
S,2021/1/13,10:11:12,00:02.2,HA,900_226001108606,0.7,0,NO,540
S,2021/1/13,10:11:19,00:00.3,HA,900_226001108630,0.5,0,NO,540
S,2021/1/13,10:11:41,00:02.1,HA,900_226000330512,0.6,0,NO,540
S,2021/1/13,10:11:46,00:00.6,HA,900_226000330512,0.6,0,NO,540
S,2021/1/13,10:11:47,00:00.5,HA,900_226001108648,0.6,0,NO,540
S,2021/1/13,10:11:49,00:01.2,HA,900_226001047356,0.6,0,NO,540
S,2021/1/13,10:11:50,00:00.6,HA,900_226001108648,0.6,0,NO,540
S,2021/1/13,10:11:54,00:04.2,HA,900_226001108648,0.6,0,NO,540
S,2021/1/13,10:12:18,00:00.4,HA,900_226000285746,0.5,0,YES,540
S,2021/1/13,10:13:12,00:00.1,HA,900_226000493925,0.5,0,NO,550
S,2021/1/13,10:13:33,00:00.3,HA,900_226000285779,0.5,0,YES,550
S,2021/1/13,10:14:09,00:00.1,HA,900_226000285776,0.5,0,YES,560
S,2021/1/13,10:14:40,00:00.2,HA,900_226000285789,0.5,0,YES,570
S,2021/1/13,10:14:58,00:00.2,HA,900_226000493954,0.6,0,NO,580
S,2021/1/13,10:15:00,00:00.0,HA,900_226001108608,0.5,0,NO,580
S,2021/1/13,10:15:02,00:00.0,HA,900_226001108680,0.5,0,NO,580
S,2021/1/13,10:15:04,00:00.0,HA,900_226001108680,0.6,0,NO,580
S,2021/1/13,10:15:33,00:00.5,HA,900_226001111090,0.5,0,NO,580
S,2021/1/13,10:15:41,00:01.3,HA,900_226001111090,0.5,0,NO,580
S,2021/1/13,10:15:47,00:00.1,HA,900_226001047626,0.5,0,NO,580
S,2021/1/13,10:15:54,00:00.2,HA,900_226000285747,0.5,0,YES,580
S,2021/1/13,10:16:30,00:00.7,HA,900_226001108656,0.5,0,NO,590
S,2021/1/13,10:16:36,00:00.2,HA,900_226000285724,0.6,0,YES,590
S,2021/1/13,10:16:39,00:00.0,HA,900_226001108688,0.5,0,NO,600
S,2021/1/13,10:17:11,00:00.1,HA,900_226000285752,0.5,0,YES,600
S,2021/1/13,10:22:51,00:00.4,HA,900_226000285752,0.5,0,YES,600
S,2021/1/13,10:23:31,00:00.2,HA,900_226000285711,0.5,0,YES,610
S,2021/1/13,10:23:38,00:00.0,HA,900_226000285930,0.5,0,NO,620
S,2021/1/13,10:23:50,00:00.1,HA,900_226000285788,0.5,0,YES,620
S,2021/1/13,10:24:25,00:00.2,HA,900_226000285767,0.5,0,YES,630
S,2021/1/13,10:25:02,00:00.4,HA,900_226001108694,0.5,0,NO,640
S,2021/1/13,10:25:09,00:00.1,HA,900_226001108600,0.5,0,NO,640
S,2021/1/13,10:25:16,00:00.2,HA,900_226000285746,0.6,0,YES,640
S,2021/1/13,10:25:51,00:00.2,HA,900_226000285779,0.5,0,YES,650
S,2021/1/13,10:25:59,00:00.0,HA,900_226001108674,0.5,0,NO,660
S,2021/1/13,10:26:00,00:00.5,HA,900_226001108631,0.5,0,NO,660
S,2021/1/13,10:26:02,00:00.0,HA,900_226001108709,0.5,0,NO,660
S,2021/1/13,10:26:14,00:02.0,HA,900_226001108709,0.6,0,NO,660
S,2021/1/13,10:26:45,00:00.5,HA,900_226001670235,0.5,0,NO,660
S,2021/1/13,10:27:04,00:00.2,HA,900_226000285776,0.5,0,YES,660
S,2021/1/13,10:27:26,00:00.1,HA,900_226001108669,0.5,0,NO,670
S,2021/1/13,10:27:28,00:00.6,HA,900_226001108669,0.5,0,NO,670
S,2021/1/13,10:28:05,00:00.2,HA,900_226000285789,0.5,0,YES,670
S,2021/1/13,10:28:29,00:00.7,HA,900_226001108788,0.5,0,NO,680
S,2021/1/13,10:28:45,00:00.1,HA,900_226000285747,0.5,0,YES,680
S,2021/1/13,10:28:57,00:00.1,HA,900_226001108703,0.5,0,NO,690
S,2021/1/13,10:29:07,00:03.7,HA,900_226000330591,0.5,0,NO,690
S,2021/1/13,10:29:17,00:02.4,HA,900_226001047625,0.5,0,NO,690
S,2021/1/13,10:30:00,00:00.3,HA,900_226000285724,0.7,0,YES,690
S,2021/1/13,10:30:02,00:00.4,HA,900_226001108713,0.6,0,NO,700
S,2021/1/13,10:30:08,00:02.5,HA,900_226001108722,0.5,0,NO,700
S,2021/1/13,10:30:12,00:05.6,HA,900_226001108713,0.6,0,NO,700
S,2021/1/13,10:30:19,00:01.2,HA,900_226001047650,0.6,0,NO,700
S,2021/1/13,10:30:58,00:01.2,HA,900_226001109633,0.6,0,NO,700
S,2021/1/13,10:31:01,00:00.4,HA,900_226001108781,0.6,0,NO,700
S,2021/1/13,10:31:06,00:00.3,HA,900_226000285752,0.6,0,YES,700
S,2021/1/13,10:31:11,00:00.1,HA,900_226001108781,0.6,0,NO,710
S,2021/1/13,10:31:16,00:03.0,HA,900_226000330532,0.6,0,NO,710
S,2021/1/13,10:31:19,00:01.0,HA,900_226001108781,0.6,0,NO,710
S,2021/1/13,10:31:26,00:01.1,HA,900_226000330532,0.6,0,NO,710
S,2021/1/13,10:32:02,00:00.2,HA,900_226000285711,0.6,0,YES,710
S,2021/1/13,10:32:41,00:02.8,HA,900_226001047628,0.5,0,NO,720
S,2021/1/13,10:32:53,00:00.0,HA,900_226001108786,0.6,0,NO,720
S,2021/1/13,10:33:04,00:00.3,HA,900_226000285788,0.7,0,YES,720
S,2021/1/13,10:33:22,00:00.5,HA,900_226001108786,0.6,0,NO,730
S,2021/1/13,10:33:23,00:00.0,HA,900_226001108782,0.6,0,NO,730
S,2021/1/13,10:33:59,00:00.2,HA,900_226000285767,0.5,0,YES,730
S,2021/1/13,10:34:49,00:01.0,HA,900_226001108741,0.5,0,NO,740
S,2021/1/13,10:34:54,00:01.3,HA,900_226001108757,0.6,0,NO,740
S,2021/1/13,10:35:07,00:00.4,HA,900_226000285746,0.5,0,YES,740
S,2021/1/13,10:35:40,00:01.4,HA,900_226001108684,0.5,0,NO,750
S,2021/1/13,10:35:45,00:01.6,HA,900_226001108684,0.5,0,NO,750
S,2021/1/13,10:36:22,00:00.2,HA,900_226000285779,0.5,0,YES,750
S,2021/1/13,10:36:46,00:00.5,HA,900_226001047847,0.5,0,NO,760
S,2021/1/13,10:36:53,00:00.1,HA,900_226001110057,0.5,0,NO,760
S,2021/1/13,10:36:53,00:02.3,HA,900_226001047907,0.5,0,NO,760
S,2021/1/13,10:37:00,00:00.9,HA,900_226001110585,0.5,0,NO,760
S,2021/1/13,10:37:03,00:01.2,HA,900_226001047907,0.5,0,NO,760
S,2021/1/13,10:37:10,00:00.5,HA,900_226000285776,0.6,0,YES,760
S,2021/1/13,10:37:36,00:00.5,HA,900_226001108787,0.6,0,NO,770
S,2021/1/13,10:37:46,00:00.6,HA,900_226001573538,0.5,0,NO,770
S,2021/1/13,10:37:53,00:00.2,HA,900_226000285789,0.6,0,YES,770
S,2021/1/13,10:38:15,00:00.3,HA,900_226001108752,0.5,0,NO,780
S,2021/1/13,10:39:28,00:00.1,HA,900_226000285747,0.6,0,YES,780
S,2021/1/13,10:39:31,00:01.7,HA,900_226000330547,0.5,0,NO,790
S,2021/1/13,10:39:32,00:01.4,HA,900_226001110033,0.6,0,NO,790
S,2021/1/13,10:39:42,00:05.9,HA,900_226000330547,0.6,0,NO,790
S,2021/1/13,10:39:55,00:00.6,HA,900_226001108770,0.6,0,NO,790
S,2021/1/13,10:40:03,00:01.1,HA,900_226000330547,0.6,0,NO,790
S,2021/1/13,10:40:26,00:02.3,HA,900_226001108735,0.6,0,NO,790
S,2021/1/13,10:40:27,00:02.4,HA,900_226001108784,0.7,0,NO,790
S,2021/1/13,10:40:53,00:01.1,HA,900_226001047882,0.6,0,NO,790
S,2021/1/13,10:40:58,00:00.0,HA,900_226001047749,0.6,0,NO,790
S,2021/1/13,10:41:13,00:00.9,HA,900_226001108796,0.6,0,NO,790
S,2021/1/13,10:41:27,00:00.0,HA,900_226001110069,0.5,0,NO,790
S,2021/1/13,10:41:52,00:01.7,HA,900_226001108750,0.5,0,NO,790
S,2021/1/13,10:41:56,00:00.0,HA,900_226001047749,0.5,0,NO,790
S,2021/1/13,10:41:59,00:00.1,HA,900_226000285724,0.5,0,YES,790
S,2021/1/13,10:42:01,00:00.4,HA,900_226000285724,0.5,0,YES,790
S,2021/1/13,10:42:34,00:00.3,HA,900_226001047853,0.5,0,NO,800
S,2021/1/13,10:42:45,00:00.0,HA,900_226000285752,0.5,0,YES,800
S,2021/1/13,10:43:28,00:00.2,HA,900_226000285711,0.5,0,YES,810
S,2021/1/13,10:44:07,00:00.3,HA,900_226000285788,0.5,0,YES,820
S,2021/1/13,10:44:13,00:00.1,HA,900_226001108708,0.5,0,NO,830
S,2021/1/13,10:44:15,00:00.0,HA,900_226001108708,0.5,0,NO,830
S,2021/1/13,10:44:37,00:02.7,HA,900_226001108755,0.5,0,NO,830
S,2021/1/13,10:44:44,00:00.2,HA,900_226001108720,0.5,0,NO,830
S,2021/1/13,10:44:49,00:00.3,HA,900_226000285767,0.5,0,YES,830
S,2021/1/13,10:44:52,00:01.8,HA,900_226001047044,0.5,0,NO,840
S,2021/1/13,10:45:46,00:00.1,HA,900_226000285746,0.5,0,YES,840
S,2021/1/13,10:46:18,00:01.6,HA,900_226001110698,0.5,0,NO,850
S,2021/1/13,10:46:21,00:00.0,HA,900_226001110698,0.5,0,NO,850
S,2021/1/13,10:46:28,00:00.1,HA,900_226001110698,0.5,0,NO,850
S,2021/1/13,10:47:32,00:00.3,HA,900_226000285779,0.5,0,YES,850
S,2021/1/13,10:47:39,00:01.8,HA,900_226001108841,0.5,0,NO,860
S,2021/1/13,10:47:43,00:00.5,HA,900_226000493993,0.6,0,NO,860
S,2021/1/13,10:47:44,00:00.3,HA,900_226000493982,0.5,0,NO,860
S,2021/1/13,10:47:48,00:00.0,HA,900_226001110007,0.5,0,NO,860
S,2021/1/13,10:48:02,00:00.1,HA,900_226000330763,0.5,0,NO,860
S,2021/1/13,10:48:03,00:01.5,HA,900_226001111106,0.5,0,NO,860
S,2021/1/13,10:48:10,00:01.1,HA,900_226000285776,0.5,0,YES,860
S,2021/1/13,10:50:37,00:00.3,HA,900_226000285789,0.5,0,YES,870
S,2021/1/13,10:52:01,00:00.1,HA,900_226000285747,0.5,0,YES,880
S,2021/1/13,10:52:52,00:00.2,HA,900_226000285724,0.5,0,YES,890
S,2021/1/13,10:53:09,00:00.2,HA,900_226001110022,0.5,0,NO,900
S,2021/1/13,10:53:19,00:00.3,HA,900_226000330723,0.5,0,NO,900
S,2021/1/13,10:53:22,00:00.2,HA,900_226000330723,0.5,0,NO,900
S,2021/1/13,10:53:26,00:00.2,HA,900_226000285752,0.5,0,YES,900
S,2021/1/13,10:53:40,00:00.0,HA,900_226001047829,0.5,0,NO,910
S,2021/1/13,10:53:47,00:00.1,HA,900_226001110455,0.5,0,NO,910
S,2021/1/13,10:54:28,00:00.6,HA,900_226000285711,0.5,0,YES,910
S,2021/1/13,10:54:33,00:00.0,HA,900_226001110017,0.5,0,NO,920
S,2021/1/13,10:54:45,00:00.1,HA,900_226001108793,0.5,0,NO,920
S,2021/1/13,10:55:13,00:00.1,HA,900_226000285788,0.5,0,YES,920
S,2021/1/13,10:55:54,00:00.0,HA,900_226001110060,0.6,0,NO,930
S,2021/1/13,10:56:03,00:00.3,HA,900_226001108795,0.5,0,NO,930
S,2021/1/13,10:56:07,00:01.0,HA,900_226001047894,0.5,0,NO,930
