Detect,Date,Time,Seconds,HDX,PITNumber,DetScan,EmplyScan,Dummy,Section
S,2020/12/15,9:46:56,00:00.0,HA,900_226000285953,0.6,0,NO,320
S,2020/12/15,9:46:55,00:02.0,HA,900_226001047944,0.6,0,NO,320
S,2020/12/15,9:47:01,00:01.2,HA,900_226001111050,0.5,0,NO,320
S,2020/12/15,9:47:10,00:00.3,HA,900_226000285788,0.6,0,YES,320
S,2020/12/15,9:48:17,00:00.4,HA,900_226000285767,0.5,0,YES,330
S,2020/12/15,9:49:17,00:00.4,HA,900_226000285746,0.5,0,YES,340
S,2020/12/15,9:49:45,00:00.0,HA,900_226001108673,0.5,0,NO,350
S,2020/12/15,9:50:18,00:00.5,HA,900_226000285779,0.5,0,YES,350
S,2020/12/15,9:51:13,00:00.5,HA,900_226000285776,0.5,0,YES,360
S,2020/12/15,9:51:57,00:00.5,HA,900_226000285789,0.5,0,YES,370
S,2020/12/15,9:52:26,00:00.5,HA,900_226001108683,0.5,0,NO,380
S,2020/12/15,9:52:57,00:00.5,HA,900_226000285747,0.6,0,YES,380
S,2020/12/15,9:53:34,00:00.4,HA,900_226000285724,0.5,0,YES,390
S,2020/12/15,9:53:40,00:01.2,HA,900_226001108649,0.5,0,NO,400
S,2020/12/15,9:53:48,00:00.2,HA,900_226001047271,0.5,0,NO,400
S,2020/12/15,9:54:25,00:00.4,HA,900_226000285752,0.6,0,YES,400
S,2020/12/15,9:54:28,00:00.3,HA,900_226001108622,0.6,0,NO,410
S,2020/12/15,9:54:31,00:00.1,HA,900_226001108638,0.6,0,NO,410
S,2020/12/15,9:55:22,00:00.3,HA,900_226000285711,0.5,0,YES,410
S,2020/12/15,9:55:56,00:00.1,HA,900_226001047819,0.5,0,NO,420
S,2020/12/15,9:56:22,00:00.5,HA,900_226000285788,0.5,0,YES,420
S,2020/12/15,9:56:40,00:00.6,HA,900_226001108621,0.6,0,NO,430
S,2020/12/15,9:56:48,00:00.0,HA,900_226001108624,0.6,0,NO,430
S,2020/12/15,9:56:55,00:00.7,HA,900_226001108624,0.5,0,NO,430
S,2020/12/15,9:56:58,00:02.8,HA,900_226001108624,0.5,0,NO,430
S,2020/12/15,9:57:35,00:01.4,HA,900_226001108637,0.5,0,NO,430
S,2020/12/15,9:57:55,00:01.1,HA,900_226001108661,0.5,0,NO,430
S,2020/12/15,9:58:13,00:00.2,HA,900_226001047334,0.5,0,NO,430
S,2020/12/15,9:58:14,00:00.4,HA,900_226000285767,0.5,0,YES,430
S,2020/12/15,9:58:54,00:00.2,HA,900_226001108689,0.5,0,NO,440
S,2020/12/15,9:59:11,00:00.5,HA,900_226000285746,0.5,0,YES,440
S,2020/12/15,9:59:13,00:00.2,HA,900_226000493034,0.5,0,NO,450
S,2020/12/15,9:59:15,00:00.1,HA,900_226001108687,0.5,0,NO,450
S,2020/12/15,9:59:25,00:00.0,HA,900_226001108666,0.5,0,NO,450
S,2020/12/15,9:59:27,00:00.7,HA,900_226001108666,0.5,0,NO,450
S,2020/12/15,9:59:28,00:00.2,HA,900_226001108623,0.6,0,NO,450
S,2020/12/15,9:59:30,00:01.0,HA,900_226001108666,0.5,0,NO,450
S,2020/12/15,9:59:34,00:02.6,HA,900_226001108623,0.7,0,NO,450
S,2020/12/15,9:59:40,00:00.1,HA,900_226001108623,0.6,0,NO,450
S,2020/12/15,10:00:12,00:00.3,HA,900_226000285779,0.5,0,YES,450
S,2020/12/15,10:03:44,00:00.5,HA,900_226000285779,0.6,0,YES,450
S,2020/12/15,10:03:49,00:00.1,HA,900_226001111039,0.5,0,NO,460
S,2020/12/15,10:03:52,00:00.3,HA,900_226001111039,0.6,0,NO,460
S,2020/12/15,10:03:55,00:00.6,HA,900_226000493983,0.5,0,NO,460
S,2020/12/15,10:04:00,00:02.7,HA,900_226000493983,0.5,0,NO,460
S,2020/12/15,10:04:07,00:00.0,HA,900_226000493983,0.5,0,NO,460
S,2020/12/15,10:04:24,00:00.0,HA,900_226001108615,0.5,0,NO,460
S,2020/12/15,10:05:24,00:00.4,HA,900_226000285776,0.5,0,YES,460
S,2020/12/15,10:05:47,00:00.2,HA,900_226000285789,0.5,0,YES,470
S,2020/12/15,10:06:28,00:00.3,HA,900_226000285747,0.5,0,YES,480
S,2020/12/15,10:06:40,00:00.3,HA,900_226001047313,0.5,0,NO,490
S,2020/12/15,10:07:27,00:00.4,HA,900_226000285724,0.5,0,YES,490
S,2020/12/15,10:08:11,00:00.3,HA,900_226000285752,0.5,0,YES,500
S,2020/12/15,10:08:19,00:00.0,HA,900_226001108696,0.5,0,NO,510
S,2020/12/15,10:08:28,00:00.0,HA,900_226001108711,0.5,0,NO,510
S,2020/12/15,10:08:39,00:00.2,HA,900_226001108711,0.4,0,NO,510
S,2020/12/15,10:08:53,00:01.2,HA,900_226001108614,0.5,0,NO,510
S,2020/12/15,10:09:02,00:00.1,HA,900_226001110203,0.5,0,NO,510
S,2020/12/15,10:09:03,00:00.3,HA,900_226001108641,0.5,0,NO,510
S,2020/12/15,10:09:38,00:00.0,HA,900_226001108636,0.7,0,NO,510
S,2020/12/15,10:09:58,00:00.4,HA,900_226000285711,0.6,0,YES,510
S,2020/12/15,10:10:13,00:00.3,HA,900_226001108642,0.5,0,NO,520
S,2020/12/15,10:10:55,00:00.4,HA,900_226000493112,0.5,0,NO,520
S,2020/12/15,10:10:55,00:00.3,HA,900_226000330508,0.5,0,NO,520
S,2020/12/15,10:11:09,00:00.5,HA,900_226001108616,0.5,0,NO,520
S,2020/12/15,10:11:15,00:00.3,HA,900_226001108613,0.5,0,NO,520
S,2020/12/15,10:11:30,00:00.5,HA,900_226000285788,0.5,0,YES,520
S,2020/12/15,10:11:32,00:00.8,HA,900_226001108601,0.5,0,NO,530
S,2020/12/15,10:11:41,00:00.1,HA,900_226000498810,0.5,0,NO,530
S,2020/12/15,10:11:55,00:01.0,HA,900_226000498810,0.5,0,NO,530
S,2020/12/15,10:12:23,00:01.6,HA,900_226000285767,0.5,0,YES,530
S,2020/12/15,10:12:29,00:00.3,HA,900_226001108659,0.5,0,NO,540
S,2020/12/15,10:12:29,00:00.8,HA,900_226001108630,0.5,0,NO,540
S,2020/12/15,10:12:55,00:02.4,HA,900_226001108606,0.7,0,NO,540
S,2020/12/15,10:13:00,00:00.7,HA,900_226001108606,0.5,0,NO,540
S,2020/12/15,10:13:06,00:00.7,HA,900_226001108606,0.5,0,NO,540
S,2020/12/15,10:13:12,00:00.1,HA,900_226000330512,0.5,0,NO,540
S,2020/12/15,10:13:15,00:01.4,HA,900_226000330512,0.5,0,NO,540
S,2020/12/15,10:13:21,00:02.0,HA,900_226001108648,0.5,0,NO,540
S,2020/12/15,10:13:53,00:00.3,HA,900_226000285746,0.5,0,YES,540
S,2020/12/15,10:14:39,00:00.2,HA,900_226001108697,0.5,0,NO,550
S,2020/12/15,10:14:42,00:00.9,HA,900_226001108697,0.5,0,NO,550
S,2020/12/15,10:14:56,00:00.5,HA,900_226000285779,0.5,0,YES,550
S,2020/12/15,10:15:35,00:00.7,HA,900_226000285776,0.5,0,YES,560
S,2020/12/15,10:16:30,00:00.6,HA,900_226000285789,0.5,0,YES,570
S,2020/12/15,10:16:37,00:02.3,HA,900_226000493954,0.5,0,NO,580
S,2020/12/15,10:16:40,00:00.8,HA,900_226001108608,0.5,0,NO,580
S,2020/12/15,10:16:47,00:01.8,HA,900_226001108607,0.5,0,NO,580
S,2020/12/15,10:16:47,00:02.5,HA,900_226000493954,0.5,0,NO,580
S,2020/12/15,10:16:49,00:00.8,HA,900_226001108608,0.5,0,NO,580
S,2020/12/15,10:17:00,00:01.0,HA,900_226000493954,0.5,0,NO,580
S,2020/12/15,10:17:28,00:00.7,HA,900_226001111090,0.5,0,NO,580
S,2020/12/15,10:17:36,00:00.9,HA,900_226001108680,0.5,0,NO,580
S,2020/12/15,10:17:43,00:00.3,HA,900_226000285747,0.5,0,YES,580
S,2020/12/15,10:18:07,00:00.5,HA,900_226000285724,0.4,0,YES,590
S,2020/12/15,10:18:11,00:00.0,HA,900_226001108657,0.5,0,NO,600
S,2020/12/15,10:18:12,00:00.0,HA,900_226001108692,0.5,0,NO,600
S,2020/12/15,10:18:16,00:00.4,HA,900_226001108629,0.5,0,NO,600
S,2020/12/15,10:18:29,00:00.0,HA,900_226001108688,0.5,0,NO,600
S,2020/12/15,10:18:59,00:00.3,HA,900_226000285752,0.5,0,YES,600
S,2020/12/15,10:19:40,00:00.2,HA,900_226000285711,0.5,0,YES,610
S,2020/12/15,10:19:47,00:00.2,HA,900_226001108656,0.5,0,NO,620
S,2020/12/15,10:19:52,00:00.2,HA,900_226000285930,0.5,0,NO,620
S,2020/12/15,10:20:07,00:00.3,HA,900_226000285788,0.5,0,YES,620
S,2020/12/15,10:20:35,00:00.4,HA,900_226000285767,0.4,0,YES,630
S,2020/12/15,10:21:18,00:01.7,HA,900_226000493998,0.5,0,NO,640
S,2020/12/15,10:21:29,00:00.9,HA,900_226001111066,0.5,0,NO,640
S,2020/12/15,10:21:35,00:00.0,HA,900_226001108737,0.5,0,NO,640
S,2020/12/15,10:21:37,00:00.0,HA,900_226001108600,0.5,0,NO,640
S,2020/12/15,10:21:36,00:02.3,HA,900_226001108726,0.5,0,NO,640
S,2020/12/15,10:21:40,00:04.0,HA,900_226001108602,0.5,0,NO,640
S,2020/12/15,10:21:45,00:00.5,HA,900_226000285746,0.5,0,YES,640
S,2020/12/15,10:22:11,00:00.0,HA,900_226000493947,0.5,0,NO,650
S,2020/12/15,10:22:33,00:00.0,HA,900_226001108698,0.5,0,NO,650
S,2020/12/15,10:22:35,00:00.6,HA,900_226001108698,0.5,0,NO,650
S,2020/12/15,10:22:38,00:00.3,HA,900_226000285779,0.5,0,YES,650
S,2020/12/15,10:22:45,00:00.0,HA,900_226000330525,0.5,0,NO,660
S,2020/12/15,10:22:48,00:00.6,HA,900_226000330525,0.5,0,NO,660
S,2020/12/15,10:22:51,00:00.1,HA,900_226000330525,0.5,0,NO,660
S,2020/12/15,10:22:51,00:00.0,HA,900_226001108631,0.5,0,NO,660
S,2020/12/15,10:22:52,00:00.6,HA,900_226001108679,0.5,0,NO,660
S,2020/12/15,10:23:36,00:00.4,HA,900_226000285776,0.5,0,YES,660
S,2020/12/15,10:23:41,00:01.4,HA,900_226001108640,0.4,0,NO,670
S,2020/12/15,10:24:06,00:01.5,HA,900_226001108709,0.5,0,NO,670
S,2020/12/15,10:24:12,00:00.7,HA,900_226001108660,0.5,0,NO,670
S,2020/12/15,10:24:35,00:00.3,HA,900_226000285789,0.5,0,YES,670
S,2020/12/15,10:25:10,00:00.3,HA,900_226001108788,0.5,0,NO,680
S,2020/12/15,10:25:15,00:00.3,HA,900_226000285747,0.6,0,YES,680
S,2020/12/15,10:25:25,00:00.5,HA,900_226001108703,0.6,0,NO,690
S,2020/12/15,10:25:31,00:01.7,HA,900_226001047625,0.5,0,NO,690
S,2020/12/15,10:25:35,00:00.3,HA,900_226001047625,0.5,0,NO,690
S,2020/12/15,10:26:06,00:00.1,HA,900_226001047391,0.5,0,NO,690
S,2020/12/15,10:26:14,00:00.4,HA,900_226000285724,0.5,0,YES,690
S,2020/12/15,10:26:35,00:00.2,HA,900_226001108722,0.5,0,NO,700
S,2020/12/15,10:26:35,00:01.0,HA,900_226001108713,0.5,0,NO,700
S,2020/12/15,10:26:45,00:01.3,HA,900_226001047650,0.6,0,NO,700
S,2020/12/15,10:26:48,00:01.0,HA,900_226001047650,0.5,0,NO,700
S,2020/12/15,10:27:14,00:00.2,HA,900_226001111051,0.6,0,NO,700
S,2020/12/15,10:27:13,00:01.7,HA,900_226001108728,0.6,0,NO,700
S,2020/12/15,10:27:20,00:00.3,HA,900_226000285752,0.6,0,YES,700
S,2020/12/15,10:27:27,00:05.4,HA,900_226000330532,0.6,0,NO,710
S,2020/12/15,10:28:10,00:00.3,HA,900_226000285711,0.5,0,YES,710
S,2020/12/15,10:28:41,00:00.2,HA,900_226001108782,0.5,0,NO,720
S,2020/12/15,10:28:55,00:00.6,HA,900_226000285788,0.6,0,YES,720
S,2020/12/15,10:29:09,00:00.0,HA,900_226001108782,0.6,0,NO,730
S,2020/12/15,10:29:09,00:01.4,HA,900_226001110024,0.6,0,NO,730
S,2020/12/15,10:29:13,00:00.6,HA,900_226001108782,0.6,0,NO,730
S,2020/12/15,10:29:35,00:02.0,HA,900_226001108786,0.5,0,NO,730
S,2020/12/15,10:29:53,00:00.4,HA,900_226000285767,0.5,0,YES,730
S,2020/12/15,10:30:10,00:00.2,HA,900_226001108741,0.5,0,NO,740
S,2020/12/15,10:30:09,00:00.9,HA,900_226001108757,0.5,0,NO,740
S,2020/12/15,10:30:11,00:00.9,HA,900_226001108730,0.5,0,NO,740
S,2020/12/15,10:30:31,00:00.1,HA,900_226001108738,0.5,0,NO,740
S,2020/12/15,10:30:31,00:00.5,HA,900_226001108799,0.5,0,NO,740
S,2020/12/15,10:30:52,00:01.3,HA,900_226001108789,0.5,0,NO,740
S,2020/12/15,10:30:59,00:00.4,HA,900_226001108789,0.5,0,NO,740
S,2020/12/15,10:31:02,00:02.2,HA,900_226001108789,0.5,0,NO,740
S,2020/12/15,10:31:10,00:00.3,HA,900_226000285746,0.5,0,YES,740
S,2020/12/15,10:31:33,00:00.2,HA,900_226001047665,0.6,0,NO,750
S,2020/12/15,10:31:33,00:00.0,HA,900_226001108710,0.5,0,NO,750
S,2020/12/15,10:31:40,00:03.1,HA,900_226001108684,0.4,0,NO,750
S,2020/12/15,10:31:45,00:01.4,HA,900_226001108684,0.5,0,NO,750
S,2020/12/15,10:31:57,00:00.0,HA,900_226001108785,0.5,0,NO,750
S,2020/12/15,10:32:02,00:00.0,HA,900_226001108748,0.4,0,NO,750
S,2020/12/15,10:32:15,00:00.4,HA,900_226000285779,0.5,0,YES,750
S,2020/12/15,10:32:56,00:00.1,HA,900_226001110585,0.5,0,NO,760
S,2020/12/15,10:32:57,00:00.4,HA,900_226001047878,0.5,0,NO,760
S,2020/12/15,10:32:59,00:00.0,HA,900_226001110585,0.5,0,NO,760
S,2020/12/15,10:33:03,00:00.4,HA,900_226001047847,0.6,0,NO,760
S,2020/12/15,10:33:11,00:00.0,HA,900_226001047907,0.5,0,NO,760
S,2020/12/15,10:33:11,00:00.1,HA,900_226001110057,0.6,0,NO,760
S,2020/12/15,10:33:31,00:00.3,HA,900_226000285776,0.5,0,YES,760
S,2020/12/15,10:34:04,00:00.2,HA,900_226001108792,0.5,0,NO,770
S,2020/12/15,10:34:10,00:00.0,HA,900_226001108759,0.5,0,NO,770
S,2020/12/15,10:34:13,00:00.5,HA,900_226000493914,0.5,0,NO,770
S,2020/12/15,10:34:25,00:00.3,HA,900_226001108792,0.5,0,NO,770
S,2020/12/15,10:34:30,00:00.6,HA,900_226000285789,0.5,0,YES,770
S,2020/12/15,10:35:30,00:00.7,HA,900_226001108792,0.5,0,NO,780
S,2020/12/15,10:35:36,00:00.3,HA,900_226000285747,0.5,0,YES,780
S,2020/12/15,10:35:44,00:00.5,HA,900_226000330547,0.5,0,NO,790
S,2020/12/15,10:35:53,00:00.4,HA,900_226001108792,0.5,0,NO,790
S,2020/12/15,10:35:53,00:00.2,HA,900_226000330547,0.5,0,NO,790
S,2020/12/15,10:36:00,00:01.5,HA,900_226001108787,0.5,0,NO,790
S,2020/12/15,10:36:04,00:00.1,HA,900_226001108787,0.5,0,NO,790
S,2020/12/15,10:36:12,00:00.7,HA,900_226001108784,0.5,0,NO,790
S,2020/12/15,10:36:31,00:03.6,HA,900_226001110065,0.5,0,NO,790
S,2020/12/15,10:36:39,00:03.3,HA,900_226001047749,0.6,0,NO,790
S,2020/12/15,10:36:45,00:00.5,HA,900_226001047749,0.6,0,NO,790
S,2020/12/15,10:36:47,00:00.3,HA,900_226000493156,0.6,0,NO,790
S,2020/12/15,10:36:50,00:00.2,HA,900_226001109885,0.5,0,NO,790
S,2020/12/15,10:37:04,00:00.7,HA,900_226001109030,0.5,0,NO,790
S,2020/12/15,10:37:05,00:00.3,HA,900_226001047882,0.5,0,NO,790
S,2020/12/15,10:37:07,00:00.4,HA,900_226000285724,0.5,0,YES,790
S,2020/12/15,10:37:32,00:00.5,HA,900_226001108791,0.5,0,NO,800
S,2020/12/15,10:37:38,00:00.2,HA,900_226001047899,0.5,0,NO,800
S,2020/12/15,10:37:54,00:00.8,HA,900_226001047853,0.5,0,NO,800
S,2020/12/15,10:37:57,00:00.5,HA,900_226000285752,0.5,0,YES,880
S,2020/12/15,10:39:53,00:00.2,HA,900_226000493956,0.5,0,NO,810
S,2020/12/15,10:39:56,00:00.4,HA,900_226000285711,0.5,0,YES,810
S,2020/12/15,10:40:30,00:00.1,HA,900_226001108708,0.5,0,NO,820
