Detect,Date,Time,Seconds,HDX,PITNumber,DetScan,EmplyScan,Dummy,Section
S,2020/10/15,9:21:57,00:00.5,HA,900_226000493081,0.7,0,NO,140
S,2020/10/15,9:23:16,00:00.5,HA,900_226000285746,0.7,0,YES,140
S,2020/10/15,9:23:22,00:00.3,HA,900_226001110209,0.7,0,NO,150
S,2020/10/15,9:23:30,00:01.3,HA,900_226001110209,0.7,0,NO,150
S,2020/10/15,9:23:56,00:00.1,HA,900_226000493090,0.8,0,NO,150
S,2020/10/15,9:24:04,00:00.5,HA,900_226000285779,0.7,0,YES,150
S,2020/10/15,9:24:05,00:01.5,HA,900_226000493011,0.7,0,NO,160
S,2020/10/15,9:24:09,00:00.7,HA,900_226001110245,0.8,0,NO,160
S,2020/10/15,9:24:19,00:00.0,HA,900_226001110259,0.7,0,NO,160
S,2020/10/15,9:24:50,00:00.2,HA,900_226001110202,0.6,0,NO,160
S,2020/10/15,9:24:51,00:00.4,HA,900_226000285776,0.7,0,YES,160
S,2020/10/15,9:24:54,00:01.1,HA,900_226001110295,0.7,0,NO,170
S,2020/10/15,9:25:00,00:01.1,HA,900_226000493852,0.6,0,NO,170
S,2020/10/15,9:25:06,00:00.2,HA,900_226001110294,0.7,0,NO,170
S,2020/10/15,9:25:20,00:01.4,HA,900_226001110264,0.7,0,NO,170
S,2020/10/15,9:25:24,00:01.3,HA,900_226001110264,0.7,0,NO,170
S,2020/10/15,9:25:27,00:00.5,HA,900_226001110264,0.7,0,NO,170
S,2020/10/15,9:25:25,00:02.6,HA,900_226001047096,0.7,0,NO,170
S,2020/10/15,9:25:36,00:00.5,HA,900_226000285789,0.6,0,YES,170
S,2020/10/15,9:25:42,00:00.1,HA,900_226001110235,0.6,0,NO,180
S,2020/10/15,9:25:58,00:00.3,HA,900_226000285747,0.6,0,YES,180
S,2020/10/15,9:26:08,00:00.5,HA,900_226001110252,0.6,0,NO,190
S,2020/10/15,9:26:33,00:00.3,HA,900_226000285724,0.7,0,YES,190
S,2020/10/15,9:26:59,00:00.5,HA,900_226000285752,0.6,0,YES,200
S,2020/10/15,9:27:27,00:00.2,HA,900_226000285711,0.7,0,YES,210
S,2020/10/15,9:28:12,00:00.8,HA,900_226000493077,0.7,0,NO,220
S,2020/10/15,9:28:18,00:00.4,HA,900_226000285788,0.7,0,YES,220
S,2020/10/15,9:29:04,00:00.0,HW,0000_495232234719,0.7,0,NO,230
S,2020/10/15,9:29:03,00:02.7,HA,900_226001110253,0.6,0,NO,230
S,2020/10/15,9:29:18,00:00.5,HA,900_226000493189,0.6,0,NO,230
S,2020/10/15,9:29:20,00:02.3,HA,900_226001110222,0.6,0,NO,230
S,2020/10/15,9:29:23,00:00.0,HA,900_226000493115,0.7,0,NO,230
S,2020/10/15,9:29:28,00:00.1,HA,900_226001047965,0.7,0,NO,230
S,2020/10/15,9:29:34,00:00.3,HA,900_226000285767,0.7,0,YES,230
S,2020/10/15,9:29:52,00:00.9,HA,900_226001110266,0.7,0,NO,240
S,2020/10/15,9:30:27,00:00.3,HA,900_226000285746,0.6,0,YES,240
S,2020/10/15,9:31:02,00:01.3,HA,900_226001110219,0.7,0,NO,250
S,2020/10/15,9:31:30,00:00.4,HA,900_226000285779,0.6,0,YES,250
S,2020/10/15,9:31:36,00:00.7,HA,900_226001110273,0.6,0,NO,260
S,2020/10/15,9:31:38,00:00.0,HA,900_226001110287,0.6,0,NO,260
S,2020/10/15,9:31:41,00:00.1,HA,900_226001110234,0.7,0,NO,260
S,2020/10/15,9:31:43,00:03.0,HA,900_226001110234,0.7,0,NO,260
S,2020/10/15,9:31:50,00:02.4,HA,900_226001110273,0.9,0,NO,260
S,2020/10/15,9:31:54,00:00.1,HA,900_226001110273,0.8,0,NO,260
S,2020/10/15,9:32:15,00:00.4,HA,900_226001047909,0.7,0,NO,260
S,2020/10/15,9:32:17,00:00.0,HA,900_226001047948,0.8,0,NO,260
S,2020/10/15,9:32:31,00:00.3,HA,900_226000493165,0.7,0,NO,260
S,2020/10/15,9:32:33,00:00.3,HA,900_226000285776,0.7,0,YES,260
S,2020/10/15,9:32:36,00:00.4,HA,900_226001047910,0.7,0,NO,270
S,2020/10/15,9:32:52,00:00.2,HA,900_226001110249,0.6,0,NO,270
S,2020/10/15,9:33:17,00:00.2,HA,900_226001110293,0.7,0,NO,270
S,2020/10/15,9:33:21,00:00.6,HA,900_226000498827,0.7,0,NO,270
S,2020/10/15,9:33:22,00:00.3,HA,900_226001110236,0.7,0,NO,270
S,2020/10/15,9:33:26,00:00.6,HA,900_226000498827,0.7,0,NO,270
S,2020/10/15,9:33:32,00:00.2,HA,900_226000493096,0.7,0,NO,270
S,2020/10/15,9:33:32,00:00.8,HA,900_226001110297,0.7,0,NO,270
S,2020/10/15,9:33:32,00:01.7,HA,900_226001110223,0.7,0,NO,270
S,2020/10/15,9:33:39,00:00.9,HA,900_226000493096,0.7,0,NO,270
S,2020/10/15,9:34:07,00:00.0,HA,900_226001111071,0.7,0,NO,270
S,2020/10/15,9:34:07,00:00.9,HA,900_226000493096,0.7,0,NO,270
S,2020/10/15,9:34:09,00:00.5,HA,900_226000285789,0.7,0,YES,270
S,2020/10/15,9:34:21,00:00.1,HA,900_226000330583,0.6,0,NO,280
S,2020/10/15,9:34:24,00:00.0,HA,900_226001110288,0.6,0,NO,280
S,2020/10/15,9:34:25,00:00.6,HA,900_226001110296,0.6,0,NO,280
S,2020/10/15,9:34:30,00:00.3,HA,900_226000285747,0.6,0,YES,280
S,2020/10/15,9:34:52,00:00.8,HA,900_226001110201,0.6,0,NO,290
S,2020/10/15,9:34:59,00:00.4,HA,900_226000285724,0.6,0,YES,290
S,2020/10/15,9:35:42,00:00.4,HA,900_226000285752,0.6,0,YES,300
S,2020/10/15,9:36:19,00:00.4,HA,900_226000285711,0.6,0,YES,310
S,2020/10/15,9:36:43,00:00.3,HA,900_226001110255,0.6,0,NO,320
S,2020/10/15,9:36:45,00:00.6,HA,900_226000285953,0.6,0,NO,320
S,2020/10/15,9:36:56,00:00.9,HA,900_226000285953,0.7,0,NO,320
S,2020/10/15,9:37:04,00:00.7,HA,900_226001110240,0.6,0,NO,320
S,2020/10/15,9:37:13,00:00.4,HA,900_226000285788,0.7,0,YES,320
S,2020/10/15,9:37:23,00:00.7,HA,900_226001111280,0.6,0,NO,330
S,2020/10/15,9:37:36,00:00.0,HA,900_226001111228,0.7,0,NO,330
S,2020/10/15,9:38:14,00:00.5,HA,900_226000285767,0.6,0,YES,330
S,2020/10/15,9:38:58,00:00.3,HA,900_226000285746,0.6,0,YES,340
S,2020/10/15,9:39:30,00:00.2,HA,900_226000493164,0.6,0,NO,350
S,2020/10/15,9:39:38,00:00.4,HA,900_226000285779,0.6,0,YES,350
S,2020/10/15,9:40:09,00:00.1,HA,900_226001108673,0.6,0,NO,360
S,2020/10/15,9:40:23,00:00.4,HA,900_226000285776,0.6,0,YES,360
S,2020/10/15,9:41:32,00:00.4,HA,900_226000285789,0.6,0,YES,370
S,2020/10/15,9:43:18,00:02.9,HA,900_226001108638,0.6,0,NO,380
S,2020/10/15,9:43:23,00:00.5,HA,900_226000285747,0.6,0,YES,380
S,2020/10/15,9:43:26,00:02.6,HA,900_226001108638,0.6,0,NO,390
S,2020/10/15,9:43:45,00:00.1,HA,900_226001108621,0.6,0,NO,390
S,2020/10/15,9:43:46,00:00.4,HA,900_226001108623,0.6,0,NO,390
S,2020/10/15,9:44:07,00:00.3,HA,900_226000285724,0.6,0,YES,390
S,2020/10/15,9:44:19,00:00.2,HA,900_226001047317,0.6,0,NO,400
S,2020/10/15,9:44:37,00:00.3,HA,900_226001047918,0.6,0,NO,400
S,2020/10/15,9:44:43,00:00.6,HA,900_226001047271,0.7,0,NO,400
S,2020/10/15,9:44:45,00:00.0,HA,900_226001110451,0.6,0,NO,400
S,2020/10/15,9:44:54,00:00.5,HA,900_226001047900,0.7,0,NO,400
S,2020/10/15,9:44:57,00:00.3,HA,900_226001108649,0.6,0,NO,400
S,2020/10/15,9:45:03,00:00.9,HA,900_226001047900,0.8,0,NO,400
S,2020/10/15,9:45:06,00:01.0,HA,900_226001108649,0.8,0,NO,400
S,2020/10/15,9:45:12,00:00.5,HA,900_226000285752,0.6,0,YES,400
S,2020/10/15,9:45:40,00:00.4,HA,900_226000285711,0.6,0,YES,410
S,2020/10/15,9:45:43,00:00.5,HA,900_226001108622,0.6,0,NO,420
S,2020/10/15,9:45:49,00:00.2,HA,900_226001108622,0.6,0,NO,420
S,2020/10/15,9:45:53,00:00.1,HA,900_226001110003,0.6,0,NO,420
S,2020/10/15,9:45:56,00:00.0,HA,900_226001047614,0.6,0,NO,420
S,2020/10/15,9:45:58,00:00.0,HA,900_226001047614,0.6,0,NO,420
S,2020/10/15,9:46:14,00:00.2,HA,900_226001110285,0.6,0,NO,420
S,2020/10/15,9:46:18,00:00.3,HA,900_226000285788,0.6,0,YES,420
S,2020/10/15,9:46:46,00:00.4,HA,900_226001108637,0.6,0,NO,430
S,2020/10/15,9:46:47,00:00.0,HA,900_226001108645,0.7,0,NO,430
S,2020/10/15,9:46:48,00:00.0,HA,900_226001110007,0.7,0,NO,430
S,2020/10/15,9:46:57,00:00.4,HA,900_226001108632,0.6,0,NO,430
S,2020/10/15,9:46:58,00:00.3,HA,900_226001108645,0.6,0,NO,430
S,2020/10/15,9:47:03,00:01.3,HA,900_226001108632,0.6,0,NO,430
S,2020/10/15,9:47:05,00:00.4,HA,900_226001573833,0.6,0,NO,430
S,2020/10/15,9:47:17,00:00.5,HA,900_226000285767,0.6,0,YES,430
S,2020/10/15,9:47:56,00:00.0,HA,900_226001108625,0.7,0,NO,440
S,2020/10/15,9:48:01,00:00.3,HA,900_226000285746,0.7,0,YES,440
S,2020/10/15,9:48:05,00:00.4,HA,900_226000493034,0.7,0,NO,450
S,2020/10/15,9:48:10,00:00.5,HA,900_226001108625,0.7,0,NO,450
S,2020/10/15,9:48:16,00:00.2,HA,900_226001108666,0.8,0,NO,450
S,2020/10/15,9:48:17,00:00.3,HA,900_226001110282,0.7,0,NO,450
S,2020/10/15,9:48:24,00:00.2,HA,900_226001108612,0.7,0,NO,450
S,2020/10/15,9:48:26,00:00.2,HA,900_226001110282,0.7,0,NO,450
S,2020/10/15,9:49:03,00:00.4,HA,900_226000285779,0.7,0,YES,450
S,2020/10/15,9:49:07,00:00.4,HA,900_226001108661,0.6,0,NO,460
S,2020/10/15,9:49:21,00:01.0,HA,900_226001108685,0.7,0,NO,460
S,2020/10/15,9:49:50,00:00.4,HA,900_226000285776,0.7,0,YES,460
S,2020/10/15,9:49:57,00:02.9,HA,900_226001108650,0.6,0,NO,470
S,2020/10/15,9:50:01,00:00.1,HA,900_226001111252,0.6,0,NO,470
S,2020/10/15,9:50:15,00:00.5,HA,900_226000285789,0.6,0,YES,470
S,2020/10/15,9:50:29,00:00.9,HA,900_226001108615,0.6,0,NO,480
S,2020/10/15,9:50:33,00:00.3,HA,900_226001108615,0.6,0,NO,480
S,2020/10/15,9:50:46,00:00.1,HA,900_226001047312,0.6,0,NO,480
S,2020/10/15,9:50:52,00:00.5,HA,900_226000285747,0.6,0,YES,480
S,2020/10/15,9:51:03,00:00.4,HA,900_226001047313,0.6,0,NO,490
S,2020/10/15,9:51:41,00:00.4,HA,900_226000285724,0.6,0,YES,490
S,2020/10/15,9:52:15,00:00.5,HA,900_226000285752,0.6,0,YES,500
S,2020/10/15,9:52:31,00:00.7,HA,900_226001108610,0.6,0,NO,510
S,2020/10/15,9:52:40,00:00.0,HA,900_226001108644,0.6,0,NO,510
S,2020/10/15,9:52:59,00:00.0,HA,900_226001108691,0.6,0,NO,510
S,2020/10/15,9:53:13,00:01.9,HA,900_226001108696,0.7,0,NO,510
S,2020/10/15,9:53:20,00:02.6,HA,900_226001108613,0.7,0,NO,510
S,2020/10/15,9:53:27,00:00.1,HA,900_226001108636,0.7,0,NO,510
S,2020/10/15,9:53:28,00:01.3,HA,900_226001108613,1,0,NO,510
S,2020/10/15,9:53:55,00:00.7,HA,900_226001110213,0.7,0,NO,510
S,2020/10/15,9:54:09,00:00.4,HA,900_226000285711,0.6,0,YES,510
S,2020/10/15,9:54:19,00:00.5,HA,900_226001108668,0.7,0,NO,520
S,2020/10/15,9:54:33,00:00.1,HA,900_226001111016,0.6,0,NO,520
S,2020/10/15,9:55:07,00:00.3,HA,900_226001047394,0.6,0,NO,520
S,2020/10/15,9:55:11,00:00.6,HA,900_226001573990,0.6,0,NO,520
S,2020/10/15,9:55:16,00:01.2,HA,900_226001573990,0.6,0,NO,520
S,2020/10/15,9:55:20,00:00.8,HA,900_226000493112,0.6,0,NO,520
S,2020/10/15,9:55:53,00:00.0,HA,900_226001108601,0.6,0,NO,520
S,2020/10/15,9:55:55,00:00.4,HA,900_226001108618,0.7,0,NO,520
S,2020/10/15,9:56:04,00:00.4,HA,900_226000285788,0.7,0,YES,520
S,2020/10/15,9:56:10,00:00.9,HA,900_226001108601,0.6,0,NO,530
S,2020/10/15,9:56:19,00:00.7,HA,900_226000330515,0.6,0,NO,530
S,2020/10/15,9:56:27,00:00.0,HA,900_226000493961,0.6,0,NO,530
S,2020/10/15,9:56:47,00:00.5,HA,900_226000285767,0.6,0,YES,530
S,2020/10/15,9:56:55,00:00.3,HA,900_226001108659,0.5,0,NO,540
S,2020/10/15,9:57:04,00:00.1,HA,900_226000498810,0.6,0,NO,540
S,2020/10/15,9:57:14,00:00.0,HA,900_226000498810,0.5,0,NO,540
S,2020/10/15,9:57:55,00:01.2,HA,900_226000330512,0.7,0,NO,540
S,2020/10/15,9:57:57,00:01.1,HA,900_226001108606,0.7,0,NO,540
S,2020/10/15,9:58:02,00:00.3,HA,900_226001108648,0.8,0,NO,540
S,2020/10/15,9:58:04,00:00.9,HA,900_226001108648,0.6,0,NO,540
S,2020/10/15,9:58:10,00:00.4,HA,900_226001108648,0.6,0,NO,540
S,2020/10/15,9:58:14,00:00.4,HA,900_226001108654,0.6,0,NO,540
S,2020/10/15,9:58:40,00:00.5,HA,900_226000285746,0.7,0,YES,540
S,2020/10/15,9:59:07,00:01.1,HA,900_226001108654,0.7,0,NO,550
S,2020/10/15,9:59:39,00:00.0,HA,900_226001108697,0.7,0,NO,550
S,2020/10/15,9:59:39,00:00.3,HA,900_226001108641,0.7,0,NO,550
S,2020/10/15,9:59:41,00:00.5,HA,900_226000493925,0.7,0,NO,550
S,2020/10/15,10:00:03,00:00.3,HA,900_226000285779,0.7,0,YES,550
S,2020/10/15,10:00:27,00:00.8,HA,900_226000285776,0.6,0,YES,560
S,2020/10/15,10:00:56,00:00.3,HA,900_226000285789,0.6,0,YES,570
S,2020/10/15,10:01:12,00:00.0,HA,900_226000493954,0.7,0,NO,580
S,2020/10/15,10:01:13,00:00.2,HA,900_226001108608,0.7,0,NO,580
S,2020/10/15,10:01:15,00:00.2,HA,900_226000493954,0.6,0,NO,580
S,2020/10/15,10:01:47,00:00.0,HA,900_226001047381,0.6,0,NO,580
S,2020/10/15,10:01:51,00:00.5,HA,900_226001047381,0.7,0,NO,580
S,2020/10/15,10:01:57,00:00.2,HA,900_226000285747,0.7,0,YES,580
S,2020/10/15,10:02:10,00:00.4,HA,900_226001108617,0.6,0,NO,590
S,2020/10/15,10:02:13,00:01.1,HA,900_226001108617,0.6,0,NO,590
S,2020/10/15,10:02:30,00:00.0,HA,900_226001108634,0.5,0,NO,590
S,2020/10/15,10:02:30,00:01.3,HA,900_226001111098,0.6,0,NO,590
S,2020/10/15,10:02:38,00:00.1,HA,900_226001111098,0.7,0,NO,590
S,2020/10/15,10:02:41,00:00.7,HA,900_226001108657,0.7,0,NO,590
S,2020/10/15,10:02:45,00:00.3,HA,900_226001108688,0.6,0,NO,590
S,2020/10/15,10:02:50,00:01.2,HA,900_226001108629,0.7,0,NO,590
S,2020/10/15,10:02:53,00:02.8,HA,900_226001110036,0.7,0,NO,590
S,2020/10/15,10:03:00,00:00.0,HW,0000_495232233070,0.8,0,NO,590
S,2020/10/15,10:03:00,00:00.4,HA,900_226000285724,0.8,0,YES,590
S,2020/10/15,10:03:15,00:00.2,HA,900_226001108677,0.6,0,NO,600
S,2020/10/15,10:03:19,00:00.3,HA,900_226000285752,0.7,0,YES,600
S,2020/10/15,10:03:35,00:02.1,HA,900_226001108656,0.6,0,NO,610
S,2020/10/15,10:03:47,00:00.7,HA,900_226001108629,0.6,0,NO,610
S,2020/10/15,10:03:51,00:00.5,HA,900_226001108693,0.6,0,NO,610
S,2020/10/15,10:03:59,00:00.3,HA,900_226000285711,0.6,0,YES,610
S,2020/10/15,10:04:04,00:00.3,HA,900_226000285930,0.6,0,NO,620
S,2020/10/15,10:04:16,00:00.8,HA,900_226001108692,0.5,0,NO,620
S,2020/10/15,10:04:18,00:00.2,HA,900_226000285788,0.5,0,YES,620
S,2020/10/15,10:04:19,00:00.0,HA,900_226001108692,0.5,0,NO,630
S,2020/10/15,10:04:50,00:00.5,HA,900_226000285767,0.6,0,YES,630
S,2020/10/15,10:05:45,00:00.6,HA,900_226001108603,0.6,0,NO,640
S,2020/10/15,10:05:48,00:00.1,HA,900_226001108603,0.6,0,NO,640
S,2020/10/15,10:05:57,00:00.7,HA,900_226000493900,0.6,0,NO,640
S,2020/10/15,10:06:05,00:00.8,HA,900_226000493900,0.7,0,NO,640
S,2020/10/15,10:06:10,00:00.4,HA,900_226000285746,0.7,0,YES,640
S,2020/10/15,10:06:17,00:00.7,HA,900_226001047671,0.7,0,NO,650
S,2020/10/15,10:06:39,00:00.3,HA,900_226000285779,0.6,0,YES,650
S,2020/10/15,10:06:45,00:00.7,HA,900_226001108694,0.6,0,NO,660
S,2020/10/15,10:06:49,00:00.9,HA,900_226001108694,0.6,0,NO,660
S,2020/10/15,10:06:49,00:02.7,HA,900_226001108698,0.6,0,NO,660
S,2020/10/15,10:07:10,00:00.1,HA,900_226001108679,0.6,0,NO,660
S,2020/10/15,10:07:12,00:00.7,HA,900_226001108679,0.6,0,NO,660
S,2020/10/15,10:07:28,00:00.4,HA,900_226000285776,0.7,0,YES,660
S,2020/10/15,10:07:31,00:00.9,HA,900_226001108602,0.6,0,NO,670
S,2020/10/15,10:07:32,00:00.3,HA,900_226001108631,0.6,0,NO,670
S,2020/10/15,10:07:33,00:00.2,HA,900_226001111031,0.6,0,NO,670
S,2020/10/15,10:07:54,00:00.4,HA,900_226001108640,0.6,0,NO,670
S,2020/10/15,10:07:55,00:01.2,HA,900_226000330564,0.6,0,NO,670
S,2020/10/15,10:08:06,00:00.4,HA,900_226001108674,0.6,0,NO,670
S,2020/10/15,10:08:17,00:00.2,HA,900_226001108745,0.5,0,NO,670
S,2020/10/15,10:08:20,00:00.2,HA,900_226000285789,0.6,0,YES,670
S,2020/10/15,10:08:50,00:00.3,HA,900_226000330599,0.6,0,NO,680
S,2020/10/15,10:09:07,00:00.4,HA,900_226001047395,0.6,0,NO,680
S,2020/10/15,10:09:09,00:00.1,HA,900_226001047395,0.6,0,NO,680
S,2020/10/15,10:09:17,00:00.4,HA,900_226000493950,0.6,0,NO,680
S,2020/10/15,10:09:23,00:00.5,HA,900_226000285747,0.6,0,YES,680
S,2020/10/15,10:09:40,00:00.3,HA,900_226001108749,0.6,0,NO,690
S,2020/10/15,10:10:06,00:00.1,HA,900_226001108709,0.6,0,NO,690
S,2020/10/15,10:10:07,00:00.1,HA,900_226001108764,0.6,0,NO,690
S,2020/10/15,10:10:08,00:00.1,HA,900_226001108709,0.6,0,NO,690
S,2020/10/15,10:10:09,00:00.0,HA,900_226001108713,0.6,0,NO,690
S,2020/10/15,10:10:11,00:00.3,HA,900_226000285724,0.6,0,YES,690
S,2020/10/15,10:10:22,00:00.7,HA,900_226001108798,0.7,0,NO,700
S,2020/10/15,10:10:28,00:00.0,HA,900_226001047650,0.7,0,NO,700
S,2020/10/15,10:10:33,00:00.8,HA,900_226001047650,0.6,0,NO,700
S,2020/10/15,10:10:49,00:00.9,HA,900_226001108722,0.6,0,NO,700
S,2020/10/15,10:11:00,00:00.5,HA,900_226001108728,0.6,0,NO,700
S,2020/10/15,10:11:09,00:00.4,HA,900_226000285752,0.6,0,YES,700
S,2020/10/15,10:12:07,00:00.3,HA,900_226000285711,0.6,0,YES,710
S,2020/10/15,10:12:41,00:00.8,HA,900_226001108725,0.6,0,NO,720
S,2020/10/15,10:12:46,00:00.7,HA,900_226001108725,0.6,0,NO,720
S,2020/10/15,10:12:57,00:00.5,HA,900_226000285788,0.6,0,YES,720
S,2020/10/15,10:13:03,00:02.6,HA,900_226001108782,0.6,0,NO,730
S,2020/10/15,10:13:08,00:00.4,HA,900_226001108782,0.7,0,NO,730
S,2020/10/15,10:13:27,00:02.2,HA,900_226001108786,0.7,0,NO,730
S,2020/10/15,10:13:37,00:00.0,HA,900_226001108786,0.7,0,NO,730
S,2020/10/15,10:13:40,00:00.0,HA,900_226001108786,0.6,0,NO,730
S,2020/10/15,10:13:56,00:00.2,HA,900_226000285767,0.6,0,YES,730
S,2020/10/15,10:14:27,00:01.0,HA,900_226001108754,0.6,0,NO,740
S,2020/10/15,10:14:31,00:00.2,HA,900_226001047628,0.6,0,NO,740
S,2020/10/15,10:14:45,00:00.4,HA,900_226001573657,0.6,0,NO,740
S,2020/10/15,10:14:48,00:00.0,HA,900_226001108730,0.7,0,NO,740
S,2020/10/15,10:15:05,00:00.4,HA,900_226000285746,0.6,0,YES,740
S,2020/10/15,10:15:22,00:00.5,HA,900_226001110051,0.6,0,NO,750
S,2020/10/15,10:15:27,00:00.4,HA,900_226001108732,0.6,0,NO,750
S,2020/10/15,10:15:26,00:02.0,HA,900_226001047665,0.6,0,NO,750
S,2020/10/15,10:15:30,00:00.4,HA,900_226001047665,0.6,0,NO,750
S,2020/10/15,10:15:33,00:04.2,HA,900_226001108732,0.7,0,NO,750
S,2020/10/15,10:17:15,00:00.3,HA,900_226001108792,0.6,0,NO,750
S,2020/10/15,10:17:20,00:00.4,HA,900_226000285779,0.6,0,YES,750
S,2020/10/15,10:18:06,00:00.6,HA,900_226001108760,0.6,0,NO,760
S,2020/10/15,10:18:08,00:00.3,HA,900_226001110881,0.6,0,NO,760
S,2020/10/15,10:18:14,00:00.7,HA,900_226001670256,0.7,0,NO,760
S,2020/10/15,10:18:15,00:00.7,HA,900_226001108748,0.7,0,NO,760
S,2020/10/15,10:18:37,00:00.6,HA,900_226000285776,0.7,0,YES,760
S,2020/10/15,10:19:20,00:01.1,HA,900_226001108766,0.7,0,NO,770
S,2020/10/15,10:19:23,00:01.5,HA,900_226001108766,0.6,0,NO,770
S,2020/10/15,10:19:27,00:00.4,HA,900_226001108766,0.6,0,NO,770
S,2020/10/15,10:19:37,00:00.4,HA,900_226000285789,0.7,0,YES,770
S,2020/10/15,10:20:25,00:01.8,HA,900_226001108770,0.6,0,NO,780
S,2020/10/15,10:20:45,00:00.4,HA,900_226000285747,0.6,0,YES,780
S,2020/10/15,10:20:48,00:00.3,HA,900_226001108784,0.6,0,NO,790
S,2020/10/15,10:20:53,00:00.6,HA,900_226001108784,0.6,0,NO,790
S,2020/10/15,10:20:57,00:04.4,HA,900_226001110869,0.7,0,NO,790
S,2020/10/15,10:21:09,00:00.9,HA,900_226001110869,0.6,0,NO,790
