Date,Section,Spp,recap,recapinsurvey,FL,BM,maturation,smolting,tagloss,handlingmortality,notes,removed,PITNumber
4/2/2021,1010,masusalmon,NO,NO,122,19.1,NO,NO,NO,NO,NA,NO,900_226001671118
4/2/2021,1020,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1020,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1020,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1020,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1020,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1030,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1030,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1030,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1030,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1030,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1030,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1030,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1030,masusalmon,YES,NO,101,10.4,NO,NO,NO,NO,NA,NO,900_226001108807
4/2/2021,1030,masusalmon,NO,NO,109,14,NO,NO,NO,NO,NA,NO,900_226001671193
4/2/2021,1030,masusalmon,NO,NO,86,6.5,NO,NO,NO,NO,NA,NO,900_226001671155
4/2/2021,1030,masusalmon,NO,NO,110,14.4,NO,NO,NO,NO,NA,NO,900_226001671134
4/2/2021,1040,lamprey,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1050,masusalmon,NO,NO,118,16.5,NO,NO,NO,NO,NA,NO,900_226001671148
4/2/2021,1050,masusalmon,NO,NO,128,21.1,NO,NO,NO,NO,NA,NO,900_226001671070
4/2/2021,1060,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1060,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1060,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1060,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1070,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1070,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1070,masusalmon,YES,NO,162,41.6,NO,NO,NO,NO,NA,NO,900_226001047836
4/2/2021,1070,masusalmon,YES,NO,156,37.6,NO,NO,NO,NO,NA,NO,900_226001110547
4/2/2021,1070,masusalmon,YES,NO,148,34,NO,NO,NO,NO,NA,NO,900_226001110649
4/2/2021,1070,masusalmon,NO,NO,144,29.5,NO,NO,NO,NO,NA,NO,900_226001671113
4/2/2021,1070,masusalmon,NO,NO,90,7.3,NO,NO,NO,NO,NA,NO,900_226001671230
4/2/2021,1070,rainbowtrout,YES,NO,124,22.2,NO,NO,NO,NO,NA,NO,900_226001110762
4/2/2021,1070,loach,NO,NO,116,9.9,NO,NO,NO,NO,NA,NO,900_226001671140
4/2/2021,1080,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1080,masusalmon,YES,NO,120,17.9,NO,NO,NO,NO,NA,NO,900_226001108825
4/2/2021,1080,masusalmon,YES,NO,88,6.6,NO,NO,NO,NO,NA,NO,900_226001108889
4/2/2021,1080,masusalmon,YES,NO,130,22.5,NO,NO,NO,NO,NA,NO,900_226001108823
4/2/2021,1080,masusalmon,YES,NO,111,12.8,NO,NO,NO,NO,NA,NO,900_226001109981
4/2/2021,1080,masusalmon,YES,NO,128,22.2,NO,NO,NO,NO,NA,NO,900_226001110089
4/2/2021,1080,masusalmon,YES,NO,114,16.3,NO,NO,NO,NO,NA,NO,900_226001111232
4/2/2021,1080,masusalmon,YES,NO,110,13.5,NO,NO,NO,NO,NA,NO,900_226001108873
4/2/2021,1080,rainbowtrout,YES,NO,118,18.2,NO,NO,NO,NO,NA,NO,900_226001110582
4/2/2021,1080,rainbowtrout,YES,NO,126,25.8,NO,NO,NO,NO,NA,NO,900_226001111465
4/2/2021,1080,rainbowtrout,YES,NO,149,36.8,NO,NO,NO,NO,NA,NO,900_226001110663
4/2/2021,1090,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1090,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1090,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1090,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1090,masusalmon,YES,NO,122,18,NO,NO,NO,NO,NA,NO,900_226001108856
4/2/2021,1100,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1100,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1100,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1100,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1100,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1100,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1100,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1100,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1100,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1100,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1100,masusalmon,NO,NO,88,8.8,NO,NO,NO,NO,NA,NO,900_226001671215
4/2/2021,1100,masusalmon,YES,NO,119,16.9,NO,NO,NO,NO,NA,NO,900_226001108832
4/2/2021,1110,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1110,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1110,masusalmon,YES,NO,108,12.6,NO,NO,NO,NO,NA,NO,900_226001108882
4/2/2021,1120,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1120,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1120,masusalmon,YES,NO,139,28.5,NO,NO,NO,NO,NA,NO,900_226001108852
4/2/2021,1120,masusalmon,YES,NO,112,14.8,NO,NO,NO,NO,NA,NO,900_226001108840
4/2/2021,1120,masusalmon,YES,NO,117,16,NO,NO,NO,NO,NA,NO,900_226001109318
4/2/2021,1120,masusalmon,YES,NO,89,7,NO,NO,NO,NO,NA,NO,900_226001108858
4/2/2021,1120,masusalmon,YES,NO,112,15.3,NO,NO,NO,NO,NA,NO,900_226001108816
4/2/2021,1120,rainbowtrout,YES,NO,67,3.4,NO,NO,NO,NO,NA,NO,900_226001108834
4/2/2021,1130,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1130,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1130,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1130,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1130,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1130,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1130,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1130,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1130,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1130,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1130,masusalmon,NO,NO,107,13.6,NO,NO,NO,NO,NA,NO,900_226001671149
4/2/2021,1140,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1140,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1140,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1140,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1140,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1140,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1140,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1140,masusalmon,YES,NO,121,17.4,NO,NO,NO,NO,NA,NO,900_226001108848
4/2/2021,1140,masusalmon,YES,NO,117,17.2,NO,NO,NO,NO,NA,NO,900_226001108843
4/2/2021,1140,masusalmon,YES,NO,143,24.5,NO,NO,NO,NO,NA,NO,900_226001047422
4/2/2021,1140,masusalmon,YES,NO,118,16.1,NO,NO,NO,NO,NA,NO,900_226001108943
4/2/2021,1150,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1150,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1150,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1150,masusalmon,YES,NO,112,14.8,NO,NO,NO,NO,NA,NO,900_226001108891
4/2/2021,1150,masusalmon,YES,NO,113,14.9,NO,NO,NO,NO,NA,NO,900_226001108894
4/2/2021,1150,masusalmon,NO,NO,128,24.6,NO,NO,NO,NO,NA,NO,900_226001671151
4/2/2021,1160,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1160,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1160,masusalmon,YES,NO,91,7.5,NO,NO,NO,NO,NA,NO,900_226001108813
4/2/2021,1160,masusalmon,YES,NO,94,8.6,NO,NO,NO,NO,NA,NO,900_226001109794
4/2/2021,1160,masusalmon,NO,NO,112,13.6,NO,NO,NO,NO,NA,NO,900_226001671052
4/2/2021,1160,rainbowtrout,YES,NO,126,22,NO,NO,NO,NO,NA,NO,900_226001111283
4/2/2021,1160,nonspottedrainbow,YES,NO,169,63.5,spem,NO,NO,NO,NA,NO,900_226000493481
4/2/2021,1170,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1170,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1170,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1170,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1170,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1170,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1170,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1170,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1170,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1170,masusalmon,YES,NO,142,26.1,NO,NO,NO,NO,NA,NO,900_226001670057
4/2/2021,1170,masusalmon,YES,NO,158,35.2,NO,NO,NO,NO,NA,NO,900_226001047897
4/2/2021,1170,masusalmon,YES,NO,130,22.7,NO,NO,NO,NO,NA,NO,900_226001108804
4/2/2021,1170,masusalmon,YES,NO,113,14.7,NO,NO,NO,NO,NA,NO,900_226001108895
4/2/2021,1170,masusalmon,YES,NO,118,16.5,NO,NO,NO,NO,NA,NO,900_226001108880
4/2/2021,1170,masusalmon,YES,NO,123,19.6,NO,NO,NO,NO,NA,NO,900_226001108868
4/2/2021,1170,masusalmon,YES,NO,134,21.6,NO,NO,YES,NO,NA,NO,900_226001671100
4/2/2021,1170,masusalmon,YES,NO,98,10,NO,NO,NO,NO,NA,NO,900_226001670065
4/2/2021,1170,masusalmon,YES,NO,142,21.8,NO,NO,NO,NO,NA,NO,900_226001670164
4/2/2021,1170,masusalmon,NO,NO,90,7.3,NO,NO,NO,NO,NA,NO,900_226001671117
4/2/2021,1170,masusalmon,NO,NO,103,10,NO,NO,NO,NO,NA,NO,900_226001671173
4/2/2021,1170,rainbowtrout,YES,NO,153,35.6,NO,NO,NO,NO,NA,NO,900_226001108818
4/2/2021,1170,rainbowtrout,YES,NO,260,205.5,NO,NO,NO,NO,NA,NO,900_226001109378
4/2/2021,1180,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1180,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1190,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1190,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1190,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1190,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1200,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1200,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1200,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1200,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1200,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1200,masusalmon,YES,NO,115,16.4,NO,NO,NO,NO,NA,NO,900_226001109250
4/2/2021,1200,masusalmon,YES,NO,125,18.5,NO,NO,NO,NO,NA,NO,900_226001109184
4/2/2021,1200,masusalmon,YES,NO,133,26.3,NO,NO,NO,NO,NA,NO,900_226001108854
4/2/2021,1200,masusalmon,YES,NO,87,6.4,NO,NO,NO,NO,NA,NO,900_226001108833
4/2/2021,1200,masusalmon,NO,NO,114,14.4,NO,NO,NO,NO,NA,NO,900_226001671035
4/2/2021,1200,rainbowtrout,YES,NO,257,178.7,spem,NO,NO,NO,NA,NO,900_26000330515
4/2/2021,1200,nonspottedrainbow,YES,NO,127,19.7,NO,NO,NO,NO,NA,NO,900_226001108752
4/2/2021,1210,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1210,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1210,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1210,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1210,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/2/2021,1210,masusalmon,YES,NO,86,6.5,NO,NO,NO,NO,NA,NO,900_226001108897
4/5/2021,1220,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1220,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1220,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1220,masusalmon,NO,NO,90,7.3,NO,NO,NO,NO,NA,NO,900_226001671171
4/5/2021,1220,masusalmon,NO,NO,101,11.6,NO,NO,NO,NO,NA,NO,900_226001671088
4/5/2021,1230,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1230,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1230,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1230,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1230,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1230,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1230,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1230,masusalmon,YES,NO,116,16.3,NO,NO,NO,NO,NA,NO,900_226001110774
4/5/2021,1230,masusalmon,YES,NO,119,16.9,NO,NO,NO,NO,NA,NO,900_226001108814
4/5/2021,1230,masusalmon,YES,NO,122,18.9,NO,NO,NO,NO,NA,NO,900_226001108875
4/5/2021,1230,masusalmon,NO,NO,97,10.4,NO,NO,NO,NO,NA,NO,900_226001671225
4/5/2021,1240,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1240,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1240,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1240,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1240,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1240,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1240,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1240,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1240,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1240,masusalmon,NO,NO,105,11.8,NO,NO,NO,NO,NA,NO,900_226001671112
4/5/2021,1250,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1250,masusalmon,YES,NO,135,25.3,NO,NO,NO,NO,NA,NO,900_226001111469
4/5/2021,1250,masusalmon,YES,NO,118,17.8,NO,YES?,NO,NO,NA,NO,900_226001047414
4/5/2021,1250,masusalmon,YES,NO,155,41.1,NO,YES?,NO,NO,NA,NO,900_226001047486
4/5/2021,1250,masusalmon,YES,NO,120,17.9,NO,NO,NO,NO,NA,NO,900_226001108879
4/5/2021,1250,masusalmon,YES,NO,102,11.5,NO,NO,NO,NO,NA,NO,900_226001108821
4/5/2021,1250,masusalmon,YES,NO,115,18,NO,NO,NO,NO,NA,NO,900_226001108862
4/5/2021,1250,masusalmon,YES,NO,128,22,NO,NO,NO,NO,NA,NO,900_226001047410
4/5/2021,1250,masusalmon,YES,NO,103,11.2,NO,NO,NO,NO,NA,NO,900_226001108871
4/5/2021,1250,masusalmon,NO,NO,95,9.5,NO,NO,NO,NO,NA,NO,900_226001671004
4/5/2021,1250,masusalmon,NO,NO,149,32.8,NO,NO,NO,NO,NA,NO,900_226001671236
4/5/2021,1250,masusalmon,NO,NO,117,16.1,NO,YES?,NO,NO,NA,NO,900_226001671082
4/5/2021,1250,whitespottedchar,YES,NO,162,40.7,NO,NO,NO,NO,NA,NO,900_226001110695
4/5/2021,1260,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1260,masusalmon,YES,NO,119,16.9,NO,YES?,NO,NO,NA,NO,900_226001109724
4/5/2021,1260,masusalmon,NO,NO,105,11.9,NO,YES?,NO,NO,NA,NO,900_226001671036
4/5/2021,1270,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1280,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1280,masusalmon,YES,NO,136,28,NO,NO,NO,NO,NA,NO,900_226001111493
4/5/2021,1280,masusalmon,YES,NO,115,16.4,NO,YES?,NO,NO,NA,NO,900_226001108815
4/5/2021,1280,masusalmon,NO,NO,117,16.2,NO,NO,NO,NO,NA,NO,900_226001671227
4/5/2021,1280,browntrout,NO,NO,95,8.6,NO,NO,NO,NO,NA,NO,900_226001671146
4/5/2021,1280,browntrout,NO,NO,167,53,NO,NO,NO,NO,NA,NO,900_226001671014
4/5/2021,1280,browntrout,NO,NO,118,12.1,NO,NO,NO,NO,NA,NO,900_226001671172
4/5/2021,1280,whitespottedchar,YES,NO,157,38,NO,NO,NO,NO,NA,NO,900_226001110673
4/5/2021,1280,whitespottedchar,YES,NO,174,49.3,NO,NO,NO,NO,NA,NO,900_226001109324
4/5/2021,1290,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1290,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1290,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1290,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1290,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1290,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1290,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1290,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1290,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1290,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1290,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1290,masusalmon,NO,NO,114,17.8,NO,NO,NO,NO,NA,NO,900_226001671132
4/5/2021,1290,browntrout,YES,NO,302,310,NO,NO,NO,NO,NA,NO,900_226000493467
4/5/2021,1290,whitespottedchar,YES,NO,190,56.7,NO,NO,NO,NO,NA,NO,900_226001111441
4/5/2021,1290,masusalmon,YES,NO,119,15.3,NO,YES?,NO,NO,NA,NO,900_226001108861
4/5/2021,1290,masusalmon,YES,NO,164,50.4,NO,NO,NO,NO,NA,NO,900_226001109405
4/5/2021,1290,masusalmon,NO,NO,129,21.9,NO,NO,NO,NO,NA,NO,900_226001671147
4/5/2021,1290,masusalmon,NO,NO,111,13,NO,NO,NO,NO,NA,NO,900_226001671206
4/5/2021,1290,rainbowtrout,YES,NO,135,24.8,NO,NO,NO,NO,NA,NO,900_226001047449
4/5/2021,1290,rainbowtrout,YES,NO,221,129,NO,NO,YES,NO,NA,NO,900_226001671043
4/5/2021,1290,rainbowtrout,NO,NO,306,294.5,egg,NO,NO,NO,NA,NO,900_226001671119
4/5/2021,1300,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1300,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1300,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1300,rainbowtrout,YES,NO,104,12.5,NO,YES?,NO,NO,NA,NO,900_226001108886
4/5/2021,1300,masusalmon,NO,NO,132,26,NO,NO,NO,NO,NA,NO,900_226001671062
4/5/2021,1310,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1310,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1310,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1310,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1310,masusalmon,YES,NO,137,28.3,NO,NO,NO,NO,NA,NO,900_226001111406
4/5/2021,1310,masusalmon,NO,NO,133,24.1,NO,NO,NO,NO,NA,NO,900_226001671200
4/5/2021,1310,masusalmon,NO,NO,110,14,NO,NO,NO,NO,NA,NO,900_226001671063
4/5/2021,1310,masusalmon,NO,NO,122,19,NO,NO,NO,NO,NA,NO,900_226001671075
4/5/2021,1310,rainbowtrout,YES,NO,145,33.7,NO,NO,NO,NO,NA,NO,900_226001111204
4/5/2021,1310,rainbowtrout,YES,NO,259,195,egg,NO,YES,NO,NA,NO,900_226001671222
4/5/2021,1310,nonspottedrainbow,NO,NO,98,11.4,NO,NO,NO,NO,NA,NO,900_226001671164
4/5/2021,1320,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1320,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1320,masusalmon,YES,NO,112,14.3,NO,YES?,NO,NO,NA,NO,900_226001108855
4/5/2021,1320,masusalmon,NO,NO,113,17.7,NO,NO,NO,NO,NA,NO,900_226001671165
4/5/2021,1330,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1330,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1330,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1330,masusalmon,YES,NO,143,27.9,NO,NO,NO,NO,NA,NO,900_226001047425
4/5/2021,1330,masusalmon,NO,NO,110,14.3,NO,NO,NO,NO,NA,NO,900_226001671190
4/5/2021,1330,masusalmon,NO,NO,128,20.3,NO,NO,NO,NO,NA,NO,900_226001671246
4/5/2021,1340,sculpin,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
4/5/2021,1340,masusalmon0+,NO,NO,NA,NA,NO,NO,NO,NO,NA,NO,NA
