Date,Section,ID,Spp,recap,recapinsurvey,FL,BM,maturation,tagloss,injury,handlingmortality,notes,PITNumber,PITNumber2,life_stage,occasion,smolting,removed
4/2/2021,640,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,640,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,640,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,640,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,640,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,640,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,640,NA,masusalmon,YES,NO,116,16.1,NO,NO,NA,NO,NA,900_226001108639,NA,NA,2,NO,NO
4/2/2021,640,NA,masusalmon,NO,NO,97,10.1,NO,NO,NA,NO,NA,900_226001671006,NA,NA,2,NO,NO
4/2/2021,650,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,650,NA,masusalmon,YES,NO,146,32.2,NO,NO,NA,NO,NA,900_226000498807,NA,NA,2,NO,NO
4/2/2021,650,NA,masusalmon,NO,NO,107,15.2,NO,NO,NA,NO,NA,900_226001671054,NA,NA,2,NO,NO
4/2/2021,660,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,660,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,660,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,660,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,660,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,660,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,660,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,660,NA,masusalmon,YES,NO,120,17.5,NO,NO,NA,NO,NA,900_226001108726,NA,NA,2,NO,NO
4/2/2021,660,NA,masusalmon,YES,NO,98,9.5,NO,NO,NA,NO,NA,900_226001109166,NA,NA,2,NO,NO
4/2/2021,660,NA,masusalmon,YES,NO,82,6.2,NO,NO,NA,NO,NA,900_226001108698,NA,NA,2,NO,NO
4/2/2021,670,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,670,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,670,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,670,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,670,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,670,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,670,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,670,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,670,NA,masusalmon,YES,NO,128,20.6,NO,NO,NA,NO,NA,900_226001108651,NA,NA,2,NO,NO
4/2/2021,670,NA,masusalmon,NO,NO,100,10.6,NO,NO,NA,NO,NA,900_226001671101,NA,NA,2,NO,NO
4/2/2021,670,NA,rainbowtrout,NO,NO,73,4.2,NO,NO,NA,NO,NA,900_226001671216,NA,NA,2,NO,NO
4/2/2021,670,NA,sculpin,YES,NO,113,15.6,NO,NO,NA,NO,NA,900_26000330564,NA,NA,2,NO,YES
4/2/2021,680,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,680,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,680,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,680,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,680,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,680,NA,masusalmon,YES,NO,106,13,NO,NO,NA,NO,NA,900_226001108749,NA,NA,2,NO,NO
4/2/2021,690,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,690,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,690,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,690,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,690,NA,lamprey,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,NO
4/2/2021,690,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,690,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,690,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,690,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,690,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,690,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,690,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,690,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,690,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,690,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,700,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,700,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,700,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,700,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,700,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,700,NA,masusalmon,YES,NO,111,14.2,NO,NO,NA,NO,NA,900_226001108732,NA,NA,2,NO,NO
4/2/2021,700,NA,masusalmon,YES,NO,103,14.1,NO,NO,NA,NO,NA,900_226001108713,NA,NA,2,NO,NO
4/2/2021,700,NA,masusalmon,YES,NO,124,20.2,NO,NO,NA,NO,NA,900_226001108790,NA,NA,2,NO,NO
4/2/2021,700,NA,masusalmon,YES,NO,129,21.3,NO,NO,NA,NO,NA,900_226001109416,NA,NA,2,NO,NO
4/2/2021,700,NA,masusalmon,YES,NO,108,12.9,NO,NO,NA,NO,NA,900_226001108709,NA,NA,2,NO,NO
4/2/2021,700,NA,masusalmon,NO,NO,128,22.9,NO,NO,NA,NO,NA,900_226001671058,NA,NA,2,NO,NO
4/2/2021,700,NA,rainbowtrout,YES,NO,145,31.4,NO,NO,NA,NO,NA,900_226001111051,NA,NA,2,NO,NO
4/2/2021,710,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,710,NA,masusalmon,YES,NO,153,33.1,NO,NO,NA,NO,NA,900_226001670243,NA,NA,2,NO,NO
4/2/2021,710,NA,masusalmon,YES,NO,110,14.7,NO,NO,NA,NO,NA,900_226001108602,NA,NA,2,NO,NO
4/2/2021,710,NA,masusalmon,YES,NO,118,16.8,NO,NO,NA,NO,NA,900_226001110910,NA,NA,2,NO,NO
4/2/2021,710,NA,masusalmon,NO,NO,103,12.3,NO,NO,NA,NO,NA,900_226001671178,NA,NA,2,NO,NO
4/2/2021,720,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,720,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,720,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,720,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,720,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,720,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,720,NA,masusalmon,YES,NO,98,10.2,NO,NO,NA,NO,NA,900_226001109906,NA,NA,2,NO,NO
4/2/2021,720,NA,masusalmon,NO,NO,107,11.9,NO,NO,NA,NO,NA,900_226001671102,NA,NA,2,NO,NO
4/2/2021,730,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,730,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,730,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,730,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,730,NA,masusalmon,YES,NO,108,11.8,NO,NO,NA,NO,NA,900_226001108794,NA,NA,2,NO,NO
4/2/2021,730,NA,masusalmon,YES,NO,119,16.7,NO,NO,NA,NO,NA,900_226001108786,NA,NA,2,NO,NO
4/2/2021,730,NA,masusalmon,YES,NO,107,10.1,NO,NO,NA,NO,NA,900_226001109611,NA,NA,2,NO,NO
4/2/2021,730,NA,masusalmon,YES,NO,129,21.6,NO,NO,NA,NO,NA,900_226001573915,NA,NA,2,NO,NO
4/2/2021,730,NA,masusalmon,YES,NO,137,24.1,NO,NO,NA,NO,NA,900_226001110535,NA,NA,2,NO,NO
4/2/2021,730,NA,masusalmon,NO,NO,118,17.9,NO,NO,NA,NO,NA,900_226001671245,NA,NA,2,NO,NO
4/2/2021,730,NA,whitespottedchar,YES,NO,167,42.3,NO,NO,NA,NO,NA,900_226000493914,NA,NA,2,NO,NO
4/2/2021,740,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,740,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,740,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,740,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,740,NA,masusalmon,YES,NO,84,6.2,NO,NO,NA,NO,NA,900_226001108757,NA,NA,2,NO,NO
4/2/2021,740,NA,masusalmon,YES,NO,108,13,NO,NO,NA,NO,NA,900_226001108762,NA,NA,2,NO,NO
4/2/2021,740,NA,masusalmon,YES,NO,117,16.1,NO,NO,NA,NO,NA,900_226001108789,NA,NA,2,NO,NO
4/2/2021,740,NA,masusalmon,YES,NO,149,31.5,NO,NO,NA,NO,NA,900_226001108799,NA,NA,2,NO,NO
4/2/2021,740,NA,masusalmon,NO,NO,112,15.2,NO,NO,NA,NO,NA,900_226001671111,NA,NA,2,NO,NO
4/2/2021,740,NA,masusalmon,NO,NO,115,15.9,NO,NO,NA,NO,NA,900_226001671001,NA,NA,2,NO,NO
4/2/2021,740,NA,masusalmon,NO,NO,121,18,NO,NO,NA,NO,NA,900_226001671174,NA,NA,2,NO,NO
4/2/2021,740,NA,rainbowtrout,YES,NO,230,143.2,NO,NO,NA,NO,NA,900_226001047878,NA,NA,2,NO,NO
4/2/2021,740,NA,rainbowtrout,YES,NO,220,134.9,NO,NO,NA,NO,NA,900_226001047644,NA,NA,2,NO,NO
4/2/2021,740,NA,rainbowtrout,YES,NO,137,27.6,NO,NO,NA,NO,NA,900_226001110585,NA,NA,2,NO,NO
4/2/2021,750,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,750,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,750,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,750,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,750,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,750,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,750,NA,masusalmon,YES,NO,98,10.1,NO,NO,NA,NO,NA,900_226001108754,NA,NA,2,NO,NO
4/2/2021,750,NA,masusalmon,YES,NO,102,10.2,NO,NO,NA,NO,NA,900_226001108769,NA,NA,2,NO,NO
4/2/2021,750,NA,masusalmon,YES,NO,161,36.4,NO,NO,NA,NO,NA,900_226001047665,NA,NA,2,NO,NO
4/2/2021,750,NA,masusalmon,YES,NO,107,12.9,NO,NO,NA,NO,NA,900_226001108787,NA,NA,2,NO,NO
4/2/2021,750,NA,rainbowtrout,YES,NO,164,48,NO,NO,NA,NO,NA,900_226001109763,NA,NA,2,NO,NO
4/2/2021,760,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,760,NA,masusalmon,YES,NO,135,24.9,NO,NO,NA,NO,NA,900_226001109296,NA,NA,2,NO,NO
4/2/2021,760,NA,masusalmon,YES,NO,136,23.2,NO,NO,NA,NO,NA,900_226001047149,NA,NA,2,NO,NO
4/2/2021,760,NA,masusalmon,YES,NO,127,23,NO,NO,NA,NO,NA,900_226001110057,NA,NA,2,NO,NO
4/2/2021,760,NA,masusalmon,YES,NO,132,23.1,NO,NO,NA,NO,NA,900_226001108760,NA,NA,2,NO,NO
4/2/2021,760,NA,masusalmon,NO,NO,108,12.4,NO,NO,NA,NO,NA,900_226001671162,NA,NA,2,NO,NO
4/2/2021,760,NA,whitespottedchar,YES,NO,190,66.2,NO,NO,NA,NO,NA,900_226000498835,NA,NA,2,NO,NO
4/2/2021,760,NA,whitespottedchar,YES,NO,221,97.9,NO,NO,NA,NO,NA,900_226000493924,NA,NA,2,NO,NO
4/2/2021,770,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,770,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,770,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,770,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,770,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,770,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,770,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,770,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,770,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,770,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,770,NA,lamprey,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,NO
4/2/2021,770,NA,masusalmon,NO,NO,94,9.8,NO,NO,NA,NO,NA,900_226001671106,NA,NA,2,NO,NO
4/2/2021,780,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,780,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,780,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,780,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,780,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,780,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,780,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,780,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,780,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,780,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,780,NA,masusalmon,YES,NO,123,18,NO,NO,NA,NO,NA,900_226001109653,NA,NA,2,NO,NO
4/2/2021,780,NA,masusalmon,NO,NO,97,9.1,NO,NO,NA,NO,NA,900_226001671160,NA,NA,2,NO,NO
4/2/2021,790,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,790,NA,masusalmon,YES,NO,95,9.3,NO,NO,NA,NO,NA,900_226001108784,NA,NA,2,NO,NO
4/2/2021,790,NA,masusalmon,YES,NO,129,22.6,NO,NO,NA,NO,NA,900_226001108704,NA,NA,2,NO,NO
4/2/2021,790,NA,masusalmon,YES,NO,139,24.3,NO,NO,NA,NO,NA,900_226001110065,NA,NA,2,NO,NO
4/2/2021,790,NA,masusalmon,YES,NO,143,29.8,NO,NO,NA,NO,NA,900_226001110033,NA,NA,2,NO,NO
4/2/2021,790,NA,masusalmon,YES,NO,118,16.9,NO,NO,NA,NO,NA,900_226001573875,NA,NA,2,NO,NO
4/2/2021,790,NA,masusalmon,YES,NO,93,8.9,NO,NO,NA,NO,NA,900_226001108770,NA,NA,2,NO,NO
4/2/2021,790,NA,masusalmon,NO,NO,127,21.1,NO,NO,NA,NO,NA,900_226001671150,NA,NA,2,NO,NO
4/2/2021,790,NA,masusalmon,NO,NO,108,12.5,NO,NO,NA,NO,NA,900_226001671109,NA,NA,2,NO,NO
4/2/2021,790,NA,whitespottedchar,YES,NO,168,42.1,NO,NO,NA,NO,NA,900_226001108768,NA,NA,2,NO,NO
4/2/2021,800,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,800,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,800,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,800,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,800,NA,masusalmon,YES,NO,79,4.9,NO,NO,NA,NO,NA,900_226001108719,NA,NA,2,NO,NO
4/2/2021,800,NA,masusalmon,YES,NO,131,22.4,NO,NO,NA,NO,NA,900_226001108750,NA,NA,2,NO,NO
4/2/2021,800,NA,masusalmon,YES,NO,146,27.2,NO,NO,NA,NO,NA,900_226001047899,NA,NA,2,NO,NO
4/2/2021,800,NA,masusalmon,YES,NO,101,10.9,NO,NO,NA,NO,NA,900_226001108791,NA,NA,2,NO,NO
4/2/2021,800,NA,nonspottedrainbow,YES,NO,126,20.5,NO,NO,NA,NO,NA,900_226001047853,NA,NA,2,NO,NO
4/2/2021,810,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,810,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,820,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,820,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,820,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,820,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,820,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,820,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,830,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,830,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,830,NA,masusalmon,YES,NO,109,13.7,NO,NO,NA,NO,NA,900_226001109338,NA,NA,2,NO,NO
4/2/2021,830,NA,masusalmon,YES,NO,79,5.1,NO,NO,NA,NO,NA,900_226001108720,NA,NA,2,NO,NO
4/2/2021,830,NA,masusalmon,YES,NO,108,12.9,NO,NO,NA,NO,NA,900_226001109436,NA,NA,2,NO,NO
4/2/2021,830,NA,masusalmon,YES,NO,133,25.4,NO,NO,NA,NO,NA,900_226001108736,NA,NA,2,NO,NO
4/2/2021,830,NA,masusalmon,YES,NO,104,12.6,NO,NO,NA,NO,NA,900_226001109560,NA,NA,2,NO,NO
4/2/2021,830,NA,masusalmon,NO,NO,116,16.5,NO,NO,NA,NO,NA,900_226001671143,NA,NA,2,NO,NO
4/2/2021,840,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,840,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,840,NA,masusalmon,YES,NO,129,20.2,NO,NO,NA,NO,NA,900_226001110839,NA,NA,2,NO,NO
4/2/2021,850,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,850,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,850,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,850,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,850,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,850,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,850,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,850,NA,masusalmon,YES,NO,95,8.3,NO,NO,NA,NO,NA,900_226001670354,NA,NA,2,NO,NO
4/2/2021,850,NA,masusalmon,YES,NO,136,26.3,NO,NO,NA,NO,NA,900_226001110071,NA,NA,2,NO,NO
4/2/2021,850,NA,masusalmon,YES,NO,102,12.7,NO,NO,NA,NO,NA,900_226001108715,NA,NA,2,NO,NO
4/2/2021,850,NA,masusalmon,YES,NO,93,8.7,NO,NO,NA,NO,NA,900_226001108708,NA,NA,2,NO,NO
4/2/2021,850,NA,masusalmon,YES,NO,152,36.1,NO,NO,NA,NO,NA,900_26000330496,NA,NA,2,NO,NO
4/2/2021,850,NA,masusalmon,YES,NO,146,30.8,NO,NO,NA,NO,NA,900_226001110022,NA,NA,2,NO,NO
4/2/2021,850,NA,masusalmon,YES,NO,140,25.3,NO,NO,NA,NO,NA,900_226001110541,NA,NA,2,NO,NO
4/2/2021,850,NA,masusalmon,YES,NO,120,21.1,NO,NO,NA,NO,NA,900_226001109507,NA,NA,2,NO,NO
4/2/2021,850,NA,masusalmon,YES,NO,139,33.6,NO,NO,NA,NO,NA,900_226001047888,NA,NA,2,NO,NO
4/2/2021,850,NA,masusalmon,YES,NO,86,6.8,NO,NO,NA,NO,NA,900_226001109336,NA,NA,2,NO,NO
4/2/2021,850,NA,masusalmon,NO,NO,109,12.5,NO,NO,NA,NO,NA,900_226001671039,NA,NA,2,NO,NO
4/2/2021,850,NA,masusalmon,NO,NO,113,14.5,NO,NO,NA,NO,NA,900_226001671030,NA,NA,2,NO,NO
4/2/2021,850,NA,masusalmon,NO,NO,114,16.5,NO,NO,NA,NO,NA,900_226001671186,NA,NA,2,NO,NO
4/2/2021,850,NA,masusalmon,NO,NO,108,12.3,NO,NO,NA,NO,NA,900_226001671037,NA,NA,2,NO,NO
4/2/2021,850,NA,masusalmon,NO,NO,110,14.7,NO,NO,NA,NO,NA,900_226001671138,NA,NA,2,NO,NO
4/2/2021,850,NA,masusalmon,NO,NO,93,8.8,NO,NO,NA,NO,NA,900_226001671011,NA,NA,2,NO,NO
4/2/2021,850,NA,rainbowtrout,YES,NO,159,43.8,NO,NO,NA,NO,NA,900_226001047044,NA,NA,2,NO,NO
4/2/2021,850,NA,rainbowtrout,YES,NO,130,24.8,NO,NO,NA,NO,NA,900_226001110068,NA,NA,2,NO,NO
4/2/2021,860,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,860,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,860,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,860,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
4/2/2021,860,NA,masusalmon,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,fry,2,NO,NO
4/2/2021,860,NA,masusalmon,YES,NO,113,14.3,NO,NO,NA,NO,NA,900_226001108938,NA,NA,2,NO,NO
4/2/2021,860,NA,masusalmon,YES,NO,122,18.6,NO,NO,NA,NO,NA,900_226001047845,NA,NA,2,NO,NO
4/2/2021,860,NA,masusalmon,NO,NO,111,13.3,NO,NO,NA,NO,NA,900_226001671188,NA,NA,2,NO,NO
4/2/2021,870,NA,sculpin,NO,NO,NA,NA,NO,NO,NA,NO,NA,NA,NA,NA,2,NO,YES
