Date,Section,ID,Spp,recap,recapinsurvey,FL,BM,maturation,tagloss,injury,handlingmortality,notes,PITNumber,PITNumber2,life_stage,occasion,smolting,removed
10/7/2020,2230,NA,sculpin,NO,NO,52,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2230,NA,sculpin,NO,NO,53,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2230,NA,sculpin,NO,NO,37,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2240,922,masusalmon,YES,NO,108,13.6,NO,NO,NO,NO,NA,900_226001111112,NA,NA,1,NA,NA
10/7/2020,2240,923,masusalmon,NO,NO,86,7.7,NO,NO,NO,NO,NA,900_226001109174,NA,NA,1,NA,NA
10/7/2020,2240,924,masusalmon,NO,NO,92,8.6,NO,NO,NO,NO,NA,900_226001109164,NA,NA,1,NA,NA
10/7/2020,2240,925,masusalmon,NO,NO,78,5.3,NO,NO,NO,NO,NA,900_226001109157,NA,NA,1,NA,NA
10/7/2020,2240,926,masusalmon,NO,NO,88,7.6,NO,NO,NO,NO,NA,900_226001109160,NA,NA,1,NA,NA
10/7/2020,2240,927,rainbowtrout,NO,NO,64,3.1,NO,NO,NO,NO,NA,900_226001109102,NA,NA,1,NA,NA
10/7/2020,2240,NA,sculpin,NO,NO,65,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2240,NA,sculpin,NO,NO,66,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2240,NA,sculpin,NO,NO,60,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2240,NA,sculpin,NO,NO,88,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2240,NA,sculpin,NO,NO,51,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2240,NA,sculpin,NO,NO,28,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2240,NA,sculpin,NO,NO,113,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2250,928,masusalmon,NO,NO,64,3.3,NO,NO,NO,NO,NA,900_226001109195,NA,NA,1,NA,NA
10/7/2020,2250,929,nonspottedrainbow,YES,NO,209,102.7,NO,NO,NO,NO,NA,900_226000493694,NA,NA,1,NA,NA
10/7/2020,2250,930,nonspottedrainbow,YES,NO,247,165,sperm,NO,NO,NO,NA,900_226000493868,NA,NA,1,NA,NA
10/7/2020,2250,NA,sculpin,NO,NO,112,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2250,NA,sculpin,NO,NO,77,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2260,931,masusalmon,YES,NO,138,30.1,sperm,NO,NO,NO,NA,900_226001047173,NA,NA,1,NA,NA
10/7/2020,2260,932,masusalmon,NO,NO,68,3.4,NO,NO,NO,NO,NA,900_226001109176,NA,NA,1,NA,NA
10/7/2020,2260,933,rainbowtrout,YES,NO,101,11.8,NO,NO,NO,NO,NA,900_226001110988,NA,NA,1,NA,NA
10/7/2020,2260,934,rainbowtrout,YES,NO,282,207,NO,NO,NO,NO,NA,900_226001047148,NA,NA,1,NA,NA
10/7/2020,2260,NA,sculpin,NO,NO,76,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2260,NA,sculpin,NO,NO,71,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2260,NA,sculpin,NO,NO,76,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2260,NA,sculpin,NO,NO,65,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2260,NA,sculpin,NO,NO,62,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2260,NA,sculpin,NO,NO,77,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2270,935,masusalmon,NO,NO,156,39,sperm,NO,NO,NO,NA,900_226001109158,NA,NA,1,NA,NA
10/7/2020,2270,NA,sculpin,NO,NO,35,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2270,NA,sculpin,NO,NO,99,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2270,NA,sculpin,NO,NO,60,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2270,NA,sculpin,NO,NO,94,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2270,NA,sculpin,NO,NO,100,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2270,NA,sculpin,NO,NO,32,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2270,NA,sculpin,NO,NO,64,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2270,NA,sculpin,NO,NO,53,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2280,936,masusalmon,NO,NO,90,8.1,NO,NO,NO,NO,NA,900_226001109153,NA,NA,1,NA,NA
10/7/2020,2280,937,masusalmon,NO,NO,100,10.9,NO,NO,NO,NO,NA,900_226001109192,NA,NA,1,NA,NA
10/7/2020,2280,NA,sculpin,NO,NO,73,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2280,NA,sculpin,NO,NO,68,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2290,938,masusalmon,NO,NO,73,4.2,NO,NO,NO,NO,NA,900_226001109130,NA,NA,1,NA,NA
10/7/2020,2290,939,masusalmon,NO,NO,85,6.8,NO,NO,NO,NO,NA,900_226001109142,NA,NA,1,NA,NA
10/7/2020,2290,940,masusalmon,NO,NO,114,16.3,NO,NO,NO,NO,NA,900_226001109113,NA,NA,1,NA,NA
10/7/2020,2290,941,masusalmon,NO,NO,89,8.2,NO,NO,NO,NO,NA,900_226001109267,NA,NA,1,NA,NA
10/7/2020,2290,942,masusalmon,NO,NO,93,9,NO,NO,NO,NO,NA,900_226001109230,NA,NA,1,NA,NA
10/7/2020,2290,943,masusalmon,NO,NO,115,16.9,sperm,NO,NO,NO,NA,900_226001109228,NA,NA,1,NA,NA
10/7/2020,2290,944,masusalmon,NO,NO,97,10.5,NO,NO,NO,NO,NA,900_226001109224,NA,NA,1,NA,NA
10/7/2020,2290,NA,sculpin,NO,NO,94,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2290,NA,sculpin,NO,NO,147,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2290,NA,sculpin,NO,NO,73,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2290,NA,sculpin,NO,NO,73,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2300,945,masusalmon,NO,NO,72,4,NO,NO,NO,NO,NA,900_226001109245,NA,NA,1,NA,NA
10/7/2020,2300,946,masusalmon,NO,NO,64,3,NO,NO,NO,NO,NA,900_226001109201,NA,NA,1,NA,NA
10/7/2020,2300,947,rainbowtrout,YES,NO,267,207.5,NO,NO,NO,NO,NA,900_226001047159,NA,NA,1,NA,NA
10/7/2020,2300,NA,sculpin,NO,NO,57,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2300,NA,sculpin,NO,NO,62,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2300,NA,sculpin,NO,NO,95,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2300,NA,sculpin,NO,NO,85,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2320,948,masusalmon,NO,NO,84,6.5,NO,NO,NO,NO,NA,900_226001109223,NA,NA,1,NA,NA
10/7/2020,2320,949,masusalmon,NO,NO,80,5.5,NO,NO,NO,NO,NA,900_226001109211,NA,NA,1,NA,NA
10/7/2020,2320,951,nonspottedrainbow,YES,NO,110,15.3,NO,NO,NO,NO,NA,900_226001110937,NA,NA,1,NA,NA
10/7/2020,2320,NA,sculpin,NO,NO,105,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2320,NA,sculpin,NO,NO,63,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2320,NA,sculpin,NO,NO,82,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2330,952,masusalmon,YES,NO,140,32.5,sperm,NO,NO,NO,NA,900_226001573632,NA,NA,1,NA,NA
10/7/2020,2330,953,masusalmon,NO,NO,88,7.4,NO,NO,NO,NO,NA,900_226001109262,NA,NA,1,NA,NA
10/7/2020,2330,954,masusalmon,NO,NO,80,5.9,NO,NO,NO,NO,NA,900_226001109286,NA,NA,1,NA,NA
10/7/2020,2330,NA,sculpin,NO,NO,64,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2330,NA,sculpin,NO,NO,56,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2340,955,masusalmon,NO,NO,63,2.9,NO,NO,NO,NO,NA,900_226001109243,NA,NA,1,NA,NA
10/7/2020,2340,NA,sculpin,NO,NO,58,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2340,NA,sculpin,NO,NO,35,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2340,NA,sculpin,NO,NO,42,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2340,NA,sculpin,NO,NO,37,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2340,NA,sculpin,NO,NO,66,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2340,NA,sculpin,NO,NO,47,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2340,NA,sculpin,NO,NO,114,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2350,956,masusalmon,NO,NO,75,4.2,NO,NO,NO,NO,NA,900_226001109280,NA,NA,1,NA,NA
10/7/2020,2350,957,masusalmon,NO,NO,109,13.3,NO,NO,NO,NO,NA,900_226001109252,NA,NA,1,NA,NA
10/7/2020,2350,958,rainbowtrout,YES,NO,167,54.1,NO,NO,NO,NO,NA,900_226001110978,NA,NA,1,NA,NA
10/7/2020,2350,NA,sculpin,NO,NO,110,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2350,NA,sculpin,NO,NO,71,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2360,959,masusalmon,NO,NO,122,17.9,NO,NO,NO,NO,NA,900_226001109292,NA,NA,1,NA,NA
10/7/2020,2360,960,masusalmon,NO,NO,83,6.5,NO,NO,NO,NO,NA,900_226001109200,NA,NA,1,NA,NA
10/7/2020,2360,961,masusalmon,NO,NO,92,9,NO,NO,NO,NO,NA,900_226001109255,NA,NA,1,NA,NA
10/7/2020,2360,962,masusalmon,NO,NO,130,28,sperm,NO,NO,NO,NA,900_226001109256,NA,NA,1,NA,NA
10/7/2020,2360,963,masusalmon,NO,NO,86,7.6,NO,NO,NO,NO,NA,900_226001109298,NA,NA,1,NA,NA
10/7/2020,2360,964,rainbowtrout,NO,NO,116,18.9,NO,NO,NO,NO,NA,900_226001109225,NA,NA,1,NA,NA
10/7/2020,2360,NA,sculpin,NO,NO,89,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2360,NA,sculpin,NO,NO,73,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2360,NA,sculpin,NO,NO,76,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2360,NA,sculpin,NO,NO,87,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2370,965,masusalmon,NO,NO,59,2.3,NO,NO,NO,NO,NA,900_226001109272,NA,NA,1,NA,NA
10/7/2020,2370,966,masusalmon,NO,NO,72,4.4,NO,NO,NO,NO,NA,900_226001109217,NA,NA,1,NA,NA
10/7/2020,2370,NA,sculpin,NO,NO,69,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2380,967,masusalmon,NO,NO,106,12.5,NO,NO,NO,NO,NA,900_226001109203,NA,NA,1,NA,NA
10/7/2020,2380,968,masusalmon,NO,NO,81,6,NO,NO,NO,NO,NA,900_226001109263,NA,NA,1,NA,NA
10/7/2020,2380,969,masusalmon,NO,NO,68,3.6,NO,NO,NO,NO,NA,900_226001109278,NA,NA,1,NA,NA
10/7/2020,2380,970,masusalmon,NO,NO,105,13.1,NO,NO,NO,NO,NA,900_226001109297,NA,NA,1,NA,NA
10/7/2020,2380,971,rainbowtrout,YES,NO,117,20.6,NO,NO,NO,NO,NA,900_226001110949,NA,NA,1,NA,NA
10/7/2020,2380,972,rainbowtrout,NO,NO,107,14,NO,NO,NO,NO,NA,900_226001109221,NA,NA,1,NA,NA
10/7/2020,2380,973,rainbowtrout,NO,NO,62,2.8,NO,NO,NO,NO,NA,900_226001109288,NA,NA,1,NA,NA
10/7/2020,2380,NA,sculpin,NO,NO,73,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2380,NA,sculpin,NO,NO,39,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2380,NA,sculpin,NO,NO,61,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2380,NA,sculpin,NO,NO,91,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2380,NA,sculpin,NO,NO,57,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2390,974,masusalmon,YES,NO,166,52.5,sperm,NO,NO,NO,NA,900_226001110913,NA,NA,1,NA,NA
10/7/2020,2390,975,masusalmon,YES,NO,116,19.3,sperm,NO,NO,NO,NA,900_226001110981,NA,NA,1,NA,NA
10/7/2020,2390,976,masusalmon,NO,NO,127,25.9,sperm,NO,NO,NO,NA,900_226001109215,NA,NA,1,NA,NA
10/7/2020,2390,977,masusalmon,NO,NO,81,6.2,NO,NO,NO,NO,NA,900_226001109266,NA,NA,1,NA,NA
10/7/2020,2390,978,masusalmon,NO,NO,90,8.2,NO,NO,NO,NO,NA,900_226001109295,NA,NA,1,NA,NA
10/7/2020,2390,979,rainbowtrout,YES,NO,119,20.4,NO,NO,NO,NO,NA,900_226001110920,NA,NA,1,NA,NA
10/7/2020,2390,980,masusalmon,NO,NO,82,6.6,NO,NO,NO,NO,NA,900_226001109283,NA,NA,1,NA,NA
10/7/2020,2390,NA,sculpin,NO,NO,72,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2390,NA,sculpin,NO,NO,55,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2390,NA,sculpin,NO,NO,78,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2390,NA,sculpin,NO,NO,67,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2390,NA,masusalmon,NO,NO,49,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2400,981,rainbowtrout,NO,NO,51,1.5,NO,NO,NO,NO,NA,900_226001109274,NA,NA,1,NA,NA
10/7/2020,2400,982,whitespottedchar,YES,NO,172,53.5,NO,NO,NO,NO,bodybended,900_226001047533,NA,NA,1,NA,NA
10/7/2020,2400,NA,sculpin,NO,NO,111,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2400,NA,sculpin,NO,NO,53,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2400,NA,sculpin,NO,NO,89,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2410,983,masusalmon,YES,YES,127,26,sperm,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2410,984,masusalmon,NO,NO,165,50.8,sperm,NO,NO,NO,NA,900_226001109232,NA,NA,1,NA,NA
10/7/2020,2410,985,masusalmon,NO,NO,73,4.3,NO,NO,NO,NO,NA,900_226001109239,NA,NA,1,NA,NA
10/7/2020,2410,986,masusalmon,NO,NO,64,3,NO,NO,NO,NO,NA,900_226001109271,NA,NA,1,NA,NA
10/7/2020,2410,987,masusalmon,NO,NO,69,3.6,NO,NO,NO,NO,NA,900_226001109277,NA,NA,1,NA,NA
10/7/2020,2410,988,masusalmon,NO,NO,67,3.2,NO,NO,NO,NO,NA,900_226001109251,NA,NA,1,NA,NA
10/7/2020,2410,989,masusalmon,NO,NO,70,4.2,NO,NO,NO,NO,NA,900_226001109229,NA,NA,1,NA,NA
10/7/2020,2410,990,nonspottedrainbow,YES,NO,237,160.8,NO,NO,NO,NO,NA,900_226001047523,NA,NA,1,NA,NA
10/7/2020,2410,991,whitespottedchar,YES,NO,186,66.2,NO,NO,NO,NO,NA,900_226001047140,NA,NA,1,NA,NA
10/7/2020,2410,992,whitespottedchar,YES,NO,221,109.7,sperm,NO,NO,NO,NA,900_226000493646,NA,NA,1,NA,NA
10/7/2020,2410,NA,sculpin,NO,NO,55,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2410,NA,sculpin,NO,NO,89,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2410,NA,sculpin,NO,NO,83,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2410,NA,sculpin,NO,NO,60,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2410,NA,sculpin,NO,NO,67,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2410,NA,sculpin,NO,NO,94,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2420,NA,sculpin,NO,NO,97,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2420,NA,sculpin,NO,NO,101,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2420,NA,sculpin,NO,NO,57,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2420,NA,sculpin,NO,NO,52,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2420,NA,sculpin,NO,NO,53,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2430,993,masusalmon,NO,NO,78,5,NO,NO,NO,NO,NA,900_226001109264,NA,NA,1,NA,NA
10/7/2020,2430,NA,sculpin,NO,NO,150,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2430,NA,sculpin,NO,NO,58,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2440,994,masusalmon,NO,NO,142,36.1,sperm,NO,NO,NO,NA,900_226001109226,NA,NA,1,NA,NA
10/7/2020,2450,995,masusalmon,YES,NO,123,19.8,NO,NO,NO,NO,NA,900_226001047149,NA,NA,1,NA,NA
10/7/2020,2450,996,masusalmon,NO,NO,110,14.4,sperm,NO,NO,NO,NA,900_226001109273,NA,NA,1,NA,NA
10/7/2020,2450,997,masusalmon,NO,NO,117,18,NO,NO,NO,NO,NA,900_226001109227,NA,NA,1,NA,NA
10/7/2020,2450,998,masusalmon,NO,NO,75,4.8,NO,NO,NO,NO,NA,900_226001109294,NA,NA,1,NA,NA
10/7/2020,2450,999,masusalmon,NO,NO,69,3.4,NO,NO,NO,NO,NA,900_226001109299,NA,NA,1,NA,NA
10/7/2020,2450,1000,masusalmon,NO,NO,75,4.8,NO,NO,NO,NO,NA,900_226001109244,NA,NA,1,NA,NA
10/7/2020,2450,1001,rainbowtrout,NO,NO,55,1.8,NO,NO,NO,NO,NA,900_226001109209,NA,NA,1,NA,NA
10/7/2020,2450,NA,sculpin,NO,NO,98,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2450,NA,sculpin,NO,NO,58,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2450,NA,sculpin,NO,NO,63,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2450,NA,sculpin,NO,NO,83,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2450,NA,sculpin,NO,NO,110,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2450,NA,sculpin,NO,NO,64,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2450,NA,sculpin,NO,NO,68,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2450,NA,sculpin,NO,NO,134,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2450,NA,sculpin,NO,NO,91,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2460,1002,masusalmon,YES,NO,120,21.2,sperm,NO,NO,NO,NA,900_226001110992,NA,NA,1,NA,NA
10/7/2020,2460,1003,masusalmon,YES,NO,115,16.6,NO,NO,NO,NO,NA,900_226001110973,NA,NA,1,NA,NA
10/7/2020,2460,1004,masusalmon,NO,NO,156,49.5,sperm,NO,NO,NO,NA,900_226001109291,NA,NA,1,NA,NA
10/7/2020,2460,1005,masusalmon,NO,NO,78,6.1,NO,NO,NO,NO,NA,900_226001109235,NA,NA,1,NA,NA
10/7/2020,2460,1006,masusalmon,NO,NO,83,5.9,NO,NO,NO,NO,NA,900_226001109249,NA,NA,1,NA,NA
10/7/2020,2460,1007,dollyvarden,YES,NO,182,58.3,sperm,YES,NO,NO,NA,900_226001109289,NA,NA,1,NA,NA
10/7/2020,2460,NA,sculpin,NO,NO,142,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2460,NA,sculpin,NO,NO,82,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2460,NA,sculpin,NO,NO,69,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2460,NA,sculpin,NO,NO,85,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2460,NA,sculpin,NO,NO,98,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2470,1008,masusalmon,NO,NO,134,27.5,sperm,NO,NO,NO,NA,900_226001109276,NA,NA,1,NA,NA
10/7/2020,2470,1009,masusalmon,NO,NO,124,20.2,NO,NO,NO,NO,NA,900_226001109254,NA,NA,1,NA,NA
10/7/2020,2470,1010,rainbowtrout,YES,NO,275,246.5,NO,NO,NO,NO,NA,900_226001047186,NA,NA,1,NA,NA
10/7/2020,2470,1011,rainbowtrout,YES,NO,187,78.4,NO,NO,NO,NO,NA,900_226000493164,NA,NA,1,NA,NA
10/7/2020,2470,1012,rainbowtrout,YES,NO,195,84.9,NO,NO,NO,NO,NA,900_226001047579,NA,NA,1,NA,NA
10/7/2020,2470,1013,whitespottedchar,YES,YES,196,81.9,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2470,1014,whitespottedchar,YES,NO,213,100.6,NO,NO,NO,NO,dollyvarden,900_226001047110,NA,NA,1,NA,NA
10/7/2020,2470,1015,browntrout,YES,NO,256,220,sperm,NO,NO,NO,NA,900_226001047534,NA,NA,1,NA,NA
10/7/2020,2480,1016,masusalmon,YES,NO,132,28.5,sperm,NO,NO,NO,NA,900_226001573918,NA,NA,1,NA,NA
10/7/2020,2480,1017,masusalmon,YES,NO,191,76,sperm,NO,NO,NO,NA,900_226000330843,NA,NA,1,NA,NA
10/7/2020,2480,1018,masusalmon,YES,NO,102,12.5,sperm,YES,NO,NO,NA,900_226001109275,NA,NA,1,NA,NA
10/7/2020,2480,1019,masusalmon,NO,NO,88,8,NO,NO,NO,NO,NA,900_226001109206,NA,NA,1,NA,NA
10/7/2020,2480,1020,masusalmon,NO,NO,117,17.2,sperm,NO,NO,NO,NA,900_226001109208,NA,NA,1,NA,NA
10/7/2020,2480,1021,masusalmon,NO,NO,99,10.6,NO,NO,NO,NO,NA,900_226001109269,NA,NA,1,NA,NA
10/7/2020,2480,1022,masusalmon,NO,NO,109,16.6,sperm,NO,NO,NO,NA,900_226001109220,NA,NA,1,NA,NA
10/7/2020,2480,1023,masusalmon,NO,NO,63,2.9,NO,NO,NO,NO,NA,900_226001109281,NA,NA,1,NA,NA
10/7/2020,2480,1024,rainbowtrout,NO,NO,50,1.5,NO,NO,NO,YES,NA,NA,NA,NA,1,NA,NA
10/7/2020,2480,1025,whitespottedchar,YES,NO,189,63.6,NO,NO,NO,NO,NA,900_226000493543,NA,NA,1,NA,NA
10/7/2020,2480,NA,sculpin,NO,NO,106,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2480,NA,sculpin,NO,NO,45,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2490,1026,masusalmon,NO,NO,78,5.6,NO,NO,NO,NO,NA,900_226001109242,NA,NA,1,NA,NA
10/7/2020,2490,1027,rainbowtrout,YES,NO,168,53.4,NO,NO,NO,NO,NA,900_226001111266,NA,NA,1,NA,NA
10/7/2020,2490,1028,rainbowtrout,YES,NO,190,84.1,sperm,NO,NO,NO,NA,900_226000493591,NA,NA,1,NA,NA
10/7/2020,2490,1029,rainbowtrout,YES,YES,219,114.5,sperm,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2490,1030,rainbowtrout,NO,NO,134,29.7,NO,NO,NO,NO,NA,900_226001109284,NA,NA,1,NA,NA
10/7/2020,2490,NA,sculpin,NO,NO,85,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2490,NA,sculpin,NO,NO,69,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2490,NA,sculpin,NO,NO,110,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2490,NA,sculpin,NO,NO,107,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
10/7/2020,2500,1031,masusalmon,YES,NO,125,23.1,NO,NO,NO,NO,NA,900_226001047552,NA,NA,1,NA,NA
10/7/2020,2500,1032,masusalmon,YES,NO,138,31.4,sperm,NO,NO,NO,NA,900_226001110033,NA,NA,1,NA,NA
10/7/2020,2500,1033,masusalmon,YES,NO,107,13.9,NO,NO,NO,NO,NA,900_226001047567,NA,NA,1,NA,NA
10/7/2020,2500,1034,masusalmon,NO,NO,107,14.6,NO,NO,NO,NO,NA,900_226001109250,NA,NA,1,NA,NA
10/7/2020,2500,1035,masusalmon,NO,NO,74,4.9,NO,NO,NO,YES,NA,NA,NA,NA,1,NA,NA
10/7/2020,2500,1036,rainbowtrout,YES,NO,144,34.7,NO,NO,NO,NO,NA,900_226001573614,NA,NA,1,NA,NA
10/7/2020,2500,1037,rainbowtrout,NO,NO,55,1.9,NO,NO,NO,NO,NA,900_226001109287,NA,NA,1,NA,NA
10/7/2020,2500,NA,sculpin,NO,NO,60,NA,NO,NO,NO,NO,NA,NA,NA,NA,1,NA,NA
